SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016
61,25,17,0,61590,0,1,A,Shirley town,Massachusetts,7211,7211,7300,7484,7607,7333,7327,7425,7464
61,25,17,0,62535,0,0,F,Somerville city,Massachusetts,75754,75725,75903,76791,77805,78956,79312,80184,81322
71,25,17,62535,62535,0,1,A,Somerville city,Massachusetts,75754,75725,75903,76791,77805,78956,79312,80184,81322
61,25,17,0,67665,0,1,A,Stoneham town,Massachusetts,21437,21275,21320,21463,21631,21785,21859,21935,21953
61,25,17,0,68050,0,1,A,Stow town,Massachusetts,6590,6586,6631,6760,6880,6962,7072,7101,7107
61,25,17,0,68260,0,1,A,Sudbury town,Massachusetts,17659,17659,17697,17924,18124,18374,18701,18838,18897
61,25,17,0,69415,0,1,A,Tewksbury town,Massachusetts,28961,28953,29083,29377,29874,30058,30238,30743,30906
61,25,17,0,70360,0,1,A,Townsend town,Massachusetts,8926,8926,8972,9062,9173,9264,9388,9485,9524
61,25,17,0,71025,0,1,A,Tyngsborough town,Massachusetts,11292,11292,11390,11782,11957,12073,12133,12231,12318
61,25,17,0,72215,0,1,A,Wakefield town,Massachusetts,24932,25095,25166,25414,25603,26126,26696,26782,26753
61,25,17,0,72600,0,0,F,Waltham city,Massachusetts,60632,60628,60876,61335,62003,62366,63043,63022,63002
71,25,17,72600,72600,0,1,A,Waltham city,Massachusetts,60632,60628,60876,61335,62003,62366,63043,63022,63002
61,25,17,0,73440,0,0,F,Watertown Town city,Massachusetts,31915,31914,31993,32226,32893,33093,34073,34212,35025
71,25,17,73440,73440,0,1,A,Watertown Town city,Massachusetts,31915,31914,31993,32226,32893,33093,34073,34212,35025
61,25,17,0,73790,0,1,A,Wayland town,Massachusetts,12994,12994,13026,13153,13298,13465,13522,13644,13827
61,25,17,0,76135,0,1,A,Westford town,Massachusetts,21951,21951,22034,22449,23233,23667,24012,24131,24232
61,25,17,0,77255,0,1,A,Weston town,Massachusetts,11261,11259,11364,11516,11712,11888,11955,12063,12111
61,25,17,0,80230,0,1,A,Wilmington town,Massachusetts,22325,22325,22391,22676,22961,23177,23323,23468,23570
61,25,17,0,80510,0,1,A,Winchester town,Massachusetts,21374,21374,21459,21743,22087,22382,22541,22685,22808
61,25,17,0,81035,0,0,F,Woburn city,Massachusetts,38120,38134,38301,38641,38866,39126,39228,39421,39452
71,25,17,81035,81035,0,1,A,Woburn city,Massachusetts,38120,38134,38301,38641,38866,39126,39228,39421,39452
50,25,19,0,0,0,0,N,Nantucket County,Massachusetts,10172,10172,10164,10137,10312,10529,10765,10858,11008
61,25,19,0,43790,0,1,A,Nantucket town,Massachusetts,10172,10172,10164,10137,10312,10529,10765,10858,11008
50,25,21,0,0,0,0,A,Norfolk County,Massachusetts,670850,670985,673106,678262,683121,688749,692143,694895,697181
157,25,21,7740,0,0,0,A,Braintree Town city,Massachusetts,35744,35726,35817,36095,36463,36942,37346,37334,37297
157,25,21,25172,0,0,0,A,Franklin Town city,Massachusetts,31635,31633,31857,32238,32438,32753,32965,33091,33150
157,25,21,55745,0,0,0,A,Quincy city,Massachusetts,92271,92266,92455,92524,92866,93305,93384,93462,93688
157,25,21,78972,0,0,0,A,Weymouth Town city,Massachusetts,53743,53762,53824,54183,55026,55480,55680,55852,55972
157,25,21,99990,0,0,0,S,Balance of Norfolk County,Massachusetts,457457,457598,459153,463222,466328,470269,472768,475156,477074
61,25,21,0,2935,0,1,A,Avon town,Massachusetts,4356,4354,4363,4386,4415,4463,4482,4487,4528
61,25,21,0,4930,0,1,A,Bellingham town,Massachusetts,16332,16412,16447,16509,16631,16773,16846,16936,17012
61,25,21,0,7740,0,0,F,Braintree Town city,Massachusetts,35744,35726,35817,36095,36463,36942,37346,37334,37297
71,25,21,7740,7740,0,1,A,Braintree Town city,Massachusetts,35744,35726,35817,36095,36463,36942,37346,37334,37297
61,25,21,0,9175,0,1,A,Brookline town,Massachusetts,58732,58683,58762,58900,59002,59306,59309,59106,59126
61,25,21,0,11315,0,1,A,Canton town,Massachusetts,21561,21581,21638,21779,21985,22252,22528,22774,23252
61,25,21,0,14640,0,1,A,Cohasset town,Massachusetts,7542,7540,7549,8140,8206,8282,8330,8374,8431
61,25,21,0,16495,0,1,A,Dedham town,Massachusetts,24729,24726,24817,24886,25066,25300,25373,25290,25263
61,25,21,0,17405,0,1,A,Dover town,Massachusetts,5589,5591,5605,5671,5734,5803,5878,5948,5983
61,25,21,0,24820,0,1,A,Foxborough town,Massachusetts,16865,16873,16913,16992,17127,17296,17387,17434,17519
61,25,21,0,25172,0,0,F,Franklin Town city,Massachusetts,31635,31633,31857,32238,32438,32753,32965,33091,33150
71,25,21,25172,25172,0,1,A,Franklin Town city,Massachusetts,31635,31633,31857,32238,32438,32753,32965,33091,33150
61,25,21,0,30455,0,1,A,Holbrook town,Massachusetts,10791,10806,10827,10872,10935,10989,11029,11033,11022
61,25,21,0,39765,0,1,A,Medfield town,Massachusetts,12024,12027,12056,12127,12237,12325,12397,12698,12888
61,25,21,0,39975,0,1,A,Medway town,Massachusetts,12752,12754,12786,12831,12961,13049,13168,13226,13308
61,25,21,0,41515,0,1,A,Millis town,Massachusetts,7891,7900,7913,7974,8017,8068,8107,8162,8182
61,25,21,0,41690,0,1,A,Milton town,Massachusetts,27003,27012,27064,27121,27235,27348,27415,27408,27351
61,25,21,0,44105,0,1,A,Needham town,Massachusetts,28886,28961,29154,29276,29474,29845,30279,30564,30755
61,25,21,0,46050,0,1,A,Norfolk town,Massachusetts,11227,11215,11242,11401,11514,11601,11763,11570,11723
61,25,21,0,50250,0,1,A,Norwood town,Massachusetts,28602,28609,28650,28715,28848,29004,29078,29028,29097
61,25,21,0,54100,0,1,A,Plainville town,Massachusetts,8264,8273,8304,8403,8474,8833,8953,9050,9173
61,25,21,0,55745,0,0,F,Quincy city,Massachusetts,92271,92266,92455,92524,92866,93305,93384,93462,93688
71,25,21,55745,55745,0,1,A,Quincy city,Massachusetts,92271,92266,92455,92524,92866,93305,93384,93462,93688
61,25,21,0,55955,0,1,A,Randolph town,Massachusetts,32112,32100,32434,32768,33268,33506,33615,33626,33610
61,25,21,0,60785,0,1,A,Sharon town,Massachusetts,17612,17555,17589,17873,18001,18187,18273,18286,18286
61,25,21,0,67945,0,1,A,Stoughton town,Massachusetts,26962,26995,27122,27767,27901,28211,28343,28388,28431
61,25,21,0,72495,0,1,A,Walpole town,Massachusetts,24070,24068,24142,24393,24643,24766,24925,25099,25125
61,25,21,0,74175,0,1,A,Wellesley town,Massachusetts,27982,27910,28069,28610,28645,28818,28777,29023,29215
61,25,21,0,78690,0,1,A,Westwood town,Massachusetts,14618,14622,14651,14716,14793,14888,15019,16044,16079
61,25,21,0,78972,0,0,F,Weymouth Town city,Massachusetts,53743,53762,53824,54183,55026,55480,55680,55852,55972
71,25,21,78972,78972,0,1,A,Weymouth Town city,Massachusetts,53743,53762,53824,54183,55026,55480,55680,55852,55972
61,25,21,0,82315,0,1,A,Wrentham town,Massachusetts,10955,11031,11056,11112,11216,11356,11494,11602,11715
50,25,23,0,0,0,0,A,Plymouth County,Massachusetts,494919,494949,495985,498268,499622,503281,506937,509880,513565
157,25,23,9000,0,0,0,A,Brockton city,Massachusetts,93810,93763,93812,94074,93987,94324,94732,95327,95630
157,25,23,99990,0,0,0,S,Balance of Plymouth County,Massachusetts,401109,401186,402173,404194,405635,408957,412205,414553,417935
61,25,23,0,170,0,1,A,Abington town,Massachusetts,15985,16026,16043,16072,16086,16158,16216,16251,16311
61,25,23,0,8085,0,1,A,Bridgewater town,Massachusetts,26563,26570,26711,26835,26903,27344,27527,27476,27596
61,25,23,0,9000,0,0,F,Brockton city,Massachusetts,93810,93763,93812,94074,93987,94324,94732,95327,95630
71,25,23,9000,9000,0,1,A,Brockton city,Massachusetts,93810,93763,93812,94074,93987,94324,94732,95327,95630
61,25,23,0,11665,0,1,A,Carver town,Massachusetts,11509,11490,11504,11505,11482,11523,11553,11601,11639
61,25,23,0,17895,0,1,A,Duxbury town,Massachusetts,15059,15060,15083,15109,15155,15284,15369,15466,15926
61,25,23,0,18455,0,1,A,East Bridgewater town,Massachusetts,13794,13797,13816,13903,13963,14085,14260,14336,14452
61,25,23,0,27795,0,1,A,Halifax town,Massachusetts,7518,7517,7531,7566,7594,7666,7759,7827,7895
61,25,23,0,28285,0,1,A,Hanover town,Massachusetts,13879,13873,13900,13929,14144,14259,14340,14405,14485
61,25,23,0,28495,0,1,A,Hanson town,Massachusetts,10209,10201,10220,10258,10278,10315,10424,10613,10758
61,25,23,0,30210,0,1,A,Hingham town,Massachusetts,22157,22155,22201,22285,22492,22734,22941,23118,23202
61,25,23,0,31645,0,1,A,Hull town,Massachusetts,10293,10293,10309,10331,10350,10411,10450,10483,10510
61,25,23,0,33220,0,1,A,Kingston town,Massachusetts,12629,12628,12640,12711,12765,12924,13114,13290,13462
61,25,23,0,33920,0,1,A,Lakeville town,Massachusetts,10602,10610,10726,10795,10893,11182,11224,11291,11380
61,25,23,0,38540,0,1,A,Marion town,Massachusetts,4907,4907,4920,4927,4910,4937,5062,5076,5091
61,25,23,0,38855,0,1,A,Marshfield town,Massachusetts,25132,25124,25210,25342,25400,25485,25609,25679,25807
61,25,23,0,39450,0,1,A,Mattapoisett town,Massachusetts,6045,6045,6056,6082,6111,6171,6215,6263,6306
61,25,23,0,40850,0,1,A,Middleborough town,Massachusetts,23116,23114,23155,23274,23406,23721,23975,24338,24782
61,25,23,0,50145,0,1,A,Norwell town,Massachusetts,10506,10514,10531,10579,10619,10704,10875,10967,11052
61,25,23,0,52630,0,1,A,Pembroke town,Massachusetts,17837,17844,17877,17929,17959,18097,18185,18263,18358
61,25,23,0,54310,0,1,A,Plymouth town,Massachusetts,56468,56473,56662,57145,57277,57609,58306,58659,59303
61,25,23,0,54415,0,1,A,Plympton town,Massachusetts,2820,2839,2848,2861,2866,2889,2912,2935,2956
61,25,23,0,57600,0,1,A,Rochester town,Massachusetts,5232,5235,5247,5305,5325,5382,5441,5492,5538
61,25,23,0,57775,0,1,A,Rockland town,Massachusetts,17489,17478,17498,17541,17580,17649,17744,17808,17861
61,25,23,0,60330,0,1,A,Scituate town,Massachusetts,18133,18136,18161,18177,18184,18297,18392,18460,18598
61,25,23,0,72985,0,1,A,Wareham town,Massachusetts,21822,21841,21873,22222,22343,22420,22480,22519,22601
61,25,23,0,75260,0,1,A,West Bridgewater town,Massachusetts,6916,6927,6937,6945,6948,7006,7059,7100,7147
61,25,23,0,79530,0,1,A,Whitman town,Massachusetts,14489,14489,14514,14566,14602,14705,14773,14837,14919
50,25,25,0,0,0,0,N,Suffolk County,Massachusetts,722023,722079,725361,736602,749469,759670,768537,776688,784230
157,25,25,7000,0,0,0,A,Boston city,Massachusetts,617594,617668,620701,630195,641911,651090,659180,665984,673184
157,25,25,13205,0,0,0,A,Chelsea city,Massachusetts,35177,35177,35310,36131,36711,37355,38205,39278,39699
157,25,25,56585,0,0,0,A,Revere city,Massachusetts,51755,51737,51829,52529,52970,53265,53142,53307,53157
157,25,25,81005,0,0,0,A,Winthrop Town city,Massachusetts,17497,17497,17521,17747,17877,17960,18010,18119,18190
61,25,25,0,7000,0,0,F,Boston city,Massachusetts,617594,617668,620701,630195,641911,651090,659180,665984,673184
71,25,25,7000,7000,0,1,A,Boston city,Massachusetts,617594,617668,620701,630195,641911,651090,659180,665984,673184
61,25,25,0,13205,0,0,F,Chelsea city,Massachusetts,35177,35177,35310,36131,36711,37355,38205,39278,39699
71,25,25,13205,13205,0,1,A,Chelsea city,Massachusetts,35177,35177,35310,36131,36711,37355,38205,39278,39699
61,25,25,0,56585,0,0,F,Revere city,Massachusetts,51755,51737,51829,52529,52970,53265,53142,53307,53157
71,25,25,56585,56585,0,1,A,Revere city,Massachusetts,51755,51737,51829,52529,52970,53265,53142,53307,53157
61,25,25,0,81005,0,0,F,Winthrop Town city,Massachusetts,17497,17497,17521,17747,17877,17960,18010,18119,18190
71,25,25,81005,81005,0,1,A,Winthrop Town city,Massachusetts,17497,17497,17521,17747,17877,17960,18010,18119,18190
50,25,27,0,0,0,0,N,Worcester County,Massachusetts,798552,798388,800280,803752,806209,810230,814299,817618,819589
157,25,27,23875,0,0,0,A,Fitchburg city,Massachusetts,40318,40318,40423,40375,40417,40437,40467,40464,40414
157,25,27,25485,0,0,0,A,Gardner city,Massachusetts,20228,20228,20164,20197,20317,20347,20255,20417,20430
157,25,27,35075,0,0,0,A,Leominster city,Massachusetts,40759,40759,40776,40887,40905,41068,41405,41468,41663
157,25,27,63345,0,0,0,A,Southbridge Town city,Massachusetts,16719,16719,16733,16750,16783,16813,16832,16857,16831
157,25,27,82000,0,0,0,A,Worcester city,Massachusetts,181045,180983,181810,182321,182373,183006,184005,184491,184508
157,25,27,99990,0,0,0,F,Balance of Worcester County,Massachusetts,499483,499381,500374,503222,505414,508559,511335,513921,515743
61,25,27,0,1885,0,1,A,Ashburnham town,Massachusetts,6081,6081,6090,6114,6140,6159,6175,6198,6227
61,25,27,0,2480,0,1,A,Athol town,Massachusetts,11584,11577,11609,11616,11634,11632,11617,11636,11619
61,25,27,0,2760,0,1,A,Auburn town,Massachusetts,16188,16188,16197,16238,16284,16330,16402,16477,16499
61,25,27,0,3740,0,1,A,Barre town,Massachusetts,5398,5398,5401,5404,5413,5439,5459,5487,5498
61,25,27,0,5490,0,1,A,Berlin town,Massachusetts,2866,2866,2868,2885,2990,3031,3064,3103,3127
61,25,27,0,6015,0,1,A,Blackstone town,Massachusetts,9026,9014,9016,9029,9051,9071,9073,9073,9064
61,25,27,0,6365,0,1,A,Bolton town,Massachusetts,4897,4897,4926,4979,5014,5075,5129,5171,5218
61,25,27,0,7525,0,1,A,Boylston town,Massachusetts,4355,4355,4356,4355,4392,4433,4473,4527,4569
61,25,27,0,9105,0,1,A,Brookfield town,Massachusetts,3390,3375,3377,3379,3384,3383,3382,3390,3393
61,25,27,0,12715,0,1,A,Charlton town,Massachusetts,12981,12981,13000,13059,13124,13178,13298,13383,13438
61,25,27,0,14395,0,1,A,Clinton town,Massachusetts,13606,13606,13626,13637,13675,13717,13740,13782,13799
61,25,27,0,17300,0,1,A,Douglas town,Massachusetts,8471,8470,8476,8529,8570,8625,8674,8710,8743
61,25,27,0,17685,0,1,A,Dudley town,Massachusetts,11390,11390,11479,11496,11430,11558,11604,11711,11747
61,25,27,0,18560,0,1,A,East Brookfield town,Massachusetts,2183,2183,2185,2184,2185,2187,2185,2184,2179
61,25,27,0,23875,0,0,F,Fitchburg city,Massachusetts,40318,40318,40423,40375,40417,40437,40467,40464,40414
71,25,27,23875,23875,0,1,A,Fitchburg city,Massachusetts,40318,40318,40423,40375,40417,40437,40467,40464,40414
61,25,27,0,25485,0,0,F,Gardner city,Massachusetts,20228,20228,20164,20197,20317,20347,20255,20417,20430
71,25,27,25485,25485,0,1,A,Gardner city,Massachusetts,20228,20228,20164,20197,20317,20347,20255,20417,20430
61,25,27,0,26430,0,1,A,Grafton town,Massachusetts,17765,17763,17786,17887,18044,18162,18357,18506,18607
61,25,27,0,28740,0,1,A,Hardwick town,Massachusetts,2990,2990,2992,2994,2997,3003,3006,3005,3005
61,25,27,0,28950,0,1,A,Harvard town,Massachusetts,6520,6520,6533,6540,6550,6566,6563,6559,6562
61,25,27,0,30560,0,1,A,Holden town,Massachusetts,17346,17355,17380,17520,17652,17996,18473,18621,18799
61,25,27,0,30945,0,1,A,Hopedale town,Massachusetts,5911,5911,5913,5923,5932,5952,5946,5944,5948
61,25,27,0,31435,0,1,A,Hubbardston town,Massachusetts,4382,4382,4396,4406,4429,4464,4517,4585,4645
61,25,27,0,34165,0,1,A,Lancaster town,Massachusetts,8055,8055,8068,7926,7955,8058,8103,8151,8186
61,25,27,0,34795,0,1,A,Leicester town,Massachusetts,10970,10914,10932,11010,11121,11197,11214,11271,11298
61,25,27,0,35075,0,0,F,Leominster city,Massachusetts,40759,40759,40776,40887,40905,41068,41405,41468,41663
71,25,27,35075,35075,0,1,A,Leominster city,Massachusetts,40759,40759,40776,40887,40905,41068,41405,41468,41663
61,25,27,0,37420,0,1,A,Lunenburg town,Massachusetts,10086,10086,10096,10841,10888,11039,11101,11222,11258
61,25,27,0,40255,0,1,A,Mendon town,Massachusetts,5839,5839,5846,5861,5879,5905,5954,6011,6032
61,25,27,0,41165,0,1,A,Milford town,Massachusetts,27999,27997,28035,28112,28195,28287,28478,28578,28646
61,25,27,0,41340,0,1,A,Millbury town,Massachusetts,13261,13236,13241,13263,13301,13386,13419,13488,13561
61,25,27,0,41585,0,1,A,Millville town,Massachusetts,3190,3189,3191,3191,3201,3213,3220,3227,3242
61,25,27,0,45105,0,1,A,New Braintree town,Massachusetts,999,999,1002,1009,1017,1023,1021,1020,1018
61,25,27,0,46820,0,1,A,Northborough town,Massachusetts,14155,14157,14394,14669,14649,14753,14901,14965,14994
61,25,27,0,46925,0,1,A,Northbridge town,Massachusetts,15707,15707,15731,15887,16163,16298,16395,16500,16556
61,25,27,0,47135,0,1,A,North Brookfield town,Massachusetts,4680,4680,4688,4703,4723,4749,4760,4781,4800
61,25,27,0,50670,0,1,A,Oakham town,Massachusetts,1902,1902,1903,1907,1912,1918,1920,1926,1934
61,25,27,0,51825,0,1,A,Oxford town,Massachusetts,13709,13709,13715,13739,13777,13810,13844,13896,13911
61,25,27,0,52420,0,1,A,Paxton town,Massachusetts,4806,4806,4826,4860,4838,4849,4846,4844,4878
61,25,27,0,53120,0,1,A,Petersham town,Massachusetts,1234,1234,1235,1239,1241,1245,1245,1244,1242
61,25,27,0,53225,0,1,A,Phillipston town,Massachusetts,1682,1689,1690,1699,1713,1727,1733,1744,1746
61,25,27,0,55395,0,1,A,Princeton town,Massachusetts,3413,3413,3418,3437,3444,3455,3459,3464,3462
61,25,27,0,58580,0,1,A,Royalston town,Massachusetts,1258,1258,1259,1259,1265,1269,1268,1272,1270
61,25,27,0,58825,0,1,A,Rutland town,Massachusetts,7973,7973,8000,8125,8216,8305,8393,8510,8579
61,25,27,0,61800,0,1,A,Shrewsbury town,Massachusetts,35608,35608,35670,35905,36086,36327,36544,36744,36760
61,25,27,0,63165,0,1,A,Southborough town,Massachusetts,9767,9767,9774,9818,9851,9897,9933,10021,10087
61,25,27,0,63345,0,0,F,Southbridge Town city,Massachusetts,16719,16719,16733,16750,16783,16813,16832,16857,16831
71,25,27,63345,63345,0,1,A,Southbridge Town city,Massachusetts,16719,16719,16733,16750,16783,16813,16832,16857,16831
61,25,27,0,66105,0,1,A,Spencer town,Massachusetts,11688,11688,11693,11721,11749,11778,11796,11789,11880
61,25,27,0,67385,0,1,A,Sterling town,Massachusetts,7808,7808,7814,7832,7850,7888,7937,7990,8055
61,25,27,0,68155,0,1,A,Sturbridge town,Massachusetts,9268,9268,9282,9318,9350,9412,9458,9498,9551
61,25,27,0,68610,0,1,A,Sutton town,Massachusetts,8963,8964,8973,9020,9078,9138,9197,9256,9333
61,25,27,0,69275,0,1,A,Templeton town,Massachusetts,8013,8013,8034,8047,8081,8144,8160,8148,8157
61,25,27,0,71480,0,1,A,Upton town,Massachusetts,7542,7542,7555,7606,7641,7670,7695,7712,7773
61,25,27,0,71620,0,1,A,Uxbridge town,Massachusetts,13457,13457,13469,13526,13586,13698,13770,13863,13913
61,25,27,0,73090,0,1,A,Warren town,Massachusetts,5135,5135,5139,5143,5148,5174,5175,5181,5177
61,25,27,0,73895,0,1,A,Webster town,Massachusetts,16767,16767,16777,16787,16804,16834,16828,16856,16857
61,25,27,0,75015,0,1,A,Westborough town,Massachusetts,18272,18274,18285,18410,18386,18605,18765,18873,18946
61,25,27,0,75155,0,1,A,West Boylston town,Massachusetts,7669,7669,7719,7754,7854,7835,7847,7823,7831
61,25,27,0,75400,0,1,A,West Brookfield town,Massachusetts,3701,3699,3704,3715,3741,3753,3765,3768,3758
61,25,27,0,77010,0,1,A,Westminster town,Massachusetts,7277,7277,7285,7307,7346,7408,7454,7555,7633
61,25,27,0,80405,0,1,A,Winchendon town,Massachusetts,10300,10300,10325,10402,10475,10551,10600,10678,10733
61,25,27,0,82000,0,0,F,Worcester city,Massachusetts,181045,180983,181810,182321,182373,183006,184005,184491,184508
71,25,27,82000,82000,0,1,A,Worcester city,Massachusetts,181045,180983,181810,182321,182373,183006,184005,184491,184508
