"","Municipal","County","State","Region","Five_Year_Range","Civilian_Pop","Vet_Pop","Percent_Vet","Margin_Error_Percent"
"1",NA,"NA County",NA,"United States","2006-2010",228808831,22652496,9.9,0.1
"2",NA,"NA County",NA,"United States","2007-2011",231421987,22215303,9.6,0.1
"3",NA,"NA County",NA,"United States","2008-2012",234029580,21853912,9.3,0.1
"4",NA,"NA County","MA","MA","2006-2010",5039038,425979,8.5,0.1
"5",NA,"NA County","MA","MA","2007-2011",5083130,412617,8.1,0.1
"6",NA,"NA County","MA","MA","2008-2012",5138208,400874,7.8,0.1
"7","Abington","Plymouth County","MA","Abington","2006-2010",12004,1241,10.3,1.6
"8","Abington","Plymouth County","MA","Abington","2007-2011",12081,1195,9.9,1.9
"9","Abington","Plymouth County","MA","Abington","2008-2012",12157,1245,10.2,1.7
"10","Acton","Middlesex County","MA","Acton","2006-2010",14948,900,6,1.1
"11","Acton","Middlesex County","MA","Acton","2007-2011",15270,950,6.2,1.1
"12","Acton","Middlesex County","MA","Acton","2008-2012",15849,959,6.1,1.1
"13","Acushnet","Bristol County","MA","Acushnet","2006-2010",8113,825,10.2,2.2
"14","Acushnet","Bristol County","MA","Acushnet","2007-2011",8191,808,9.9,2.1
"15","Acushnet","Bristol County","MA","Acushnet","2008-2012",8361,813,9.7,2.1
"16","Adams","Berkshire County","MA","Adams","2006-2010",6603,818,12.4,2.1
"17","Adams","Berkshire County","MA","Adams","2007-2011",6611,707,10.7,2
"18","Adams","Berkshire County","MA","Adams","2008-2012",6615,712,10.8,2.3
"19","Agawam","Hampden County","MA","Agawam","2006-2010",22419,2957,13.2,1.5
"20","Agawam","Hampden County","MA","Agawam","2007-2011",22457,2580,11.5,1.3
"21","Agawam","Hampden County","MA","Agawam","2008-2012",22551,2483,11,1.4
"22","Alford","Berkshire County","MA","Alford","2006-2010",381,58,15.2,4
"23","Alford","Berkshire County","MA","Alford","2007-2011",433,56,12.9,4.1
"24","Alford","Berkshire County","MA","Alford","2008-2012",400,57,14.3,4.1
"25","Amesbury","Essex County","MA","Amesbury","2006-2010",12453,1216,9.8,1.5
"26","Amesbury","Essex County","MA","Amesbury","2007-2011",12598,1241,9.9,1.5
"27","Amesbury","Essex County","MA","Amesbury","2008-2012",12839,1126,8.8,1.6
"28","Amherst","Hampshire County","MA","Amherst","2006-2010",33817,917,2.7,0.6
"29","Amherst","Hampshire County","MA","Amherst","2007-2011",34052,902,2.6,0.5
"30","Amherst","Hampshire County","MA","Amherst","2008-2012",34691,806,2.3,0.6
"31","Andover","Essex County","MA","Andover","2006-2010",23841,1841,7.7,0.9
"32","Andover","Essex County","MA","Andover","2007-2011",24052,1784,7.4,0.9
"33","Andover","Essex County","MA","Andover","2008-2012",24640,1543,6.3,0.9
"34","Aquinnah","Dukes County","MA","Aquinnah","2006-2010",326,3,0.9,2
"35","Aquinnah","Dukes County","MA","Aquinnah","2007-2011",308,2,0.6,1.1
"36","Aquinnah","Dukes County","MA","Aquinnah","2008-2012",318,5,1.6,1.6
"37","Arlington","Middlesex County","MA","Arlington","2006-2010",33848,2071,6.1,0.9
"38","Arlington","Middlesex County","MA","Arlington","2007-2011",33700,1999,5.9,0.7
"39","Arlington","Middlesex County","MA","Arlington","2008-2012",33967,1971,5.8,0.7
"40","Ashburnham","Worcester County","MA","Ashburnham","2006-2010",4348,457,10.5,3.1
"41","Ashburnham","Worcester County","MA","Ashburnham","2007-2011",4365,439,10.1,3
"42","Ashburnham","Worcester County","MA","Ashburnham","2008-2012",4559,502,11,3.1
"43","Ashby","Middlesex County","MA","Ashby","2006-2010",2202,189,8.6,2.3
"44","Ashby","Middlesex County","MA","Ashby","2007-2011",2256,251,11.1,2.8
"45","Ashby","Middlesex County","MA","Ashby","2008-2012",2342,260,11.1,2.5
"46","Ashfield","Franklin County","MA","Ashfield","2006-2010",1352,124,9.2,2.9
"47","Ashfield","Franklin County","MA","Ashfield","2007-2011",1397,135,9.7,2.6
"48","Ashfield","Franklin County","MA","Ashfield","2008-2012",1327,111,8.4,2.8
"49","Ashland","Middlesex County","MA","Ashland","2006-2010",11859,952,8,1.4
"50","Ashland","Middlesex County","MA","Ashland","2007-2011",12146,955,7.9,1.6
"51","Ashland","Middlesex County","MA","Ashland","2008-2012",12430,896,7.2,1.5
"52","Athol","Worcester County","MA","Athol","2006-2010",8836,1197,13.5,2
"53","Athol","Worcester County","MA","Athol","2007-2011",8856,1109,12.5,1.9
"54","Athol","Worcester County","MA","Athol","2008-2012",8726,1040,11.9,1.7
"55","Attleboro","Bristol County","MA","Attleboro","2006-2010",33233,3067,9.2,1.1
"56","Attleboro","Bristol County","MA","Attleboro","2007-2011",33317,3093,9.3,1
"57","Attleboro","Bristol County","MA","Attleboro","2008-2012",33516,2948,8.8,1.2
"58","Auburn","Worcester County","MA","Auburn","2006-2010",12656,1436,11.3,1.4
"59","Auburn","Worcester County","MA","Auburn","2007-2011",12795,1372,10.7,1.7
"60","Auburn","Worcester County","MA","Auburn","2008-2012",12808,1347,10.5,1.4
"61","Avon","Norfolk County","MA","Avon","2006-2010",3412,399,11.7,3
"62","Avon","Norfolk County","MA","Avon","2007-2011",3411,368,10.8,2.9
"63","Avon","Norfolk County","MA","Avon","2008-2012",3495,404,11.6,3.3
"64","Ayer","Middlesex County","MA","Ayer","2006-2010",5782,746,12.9,4.1
"65","Ayer","Middlesex County","MA","Ayer","2007-2011",5943,756,12.7,3.8
"66","Ayer","Middlesex County","MA","Ayer","2008-2012",5917,690,11.7,3.3
"67","Barnstable","Barnstable County","MA","Barnstable","2006-2010",36976,4794,13,1
"68","Barnstable","Barnstable County","MA","Barnstable","2007-2011",36764,4402,12,1
"69","Barnstable","Barnstable County","MA","Barnstable","2008-2012",36801,4124,11.2,1
"70",NA,"Barnstable County","MA","Barnstable County","2006-2010",177640,25566,14.4,0.4
"71",NA,"Barnstable County","MA","Barnstable County","2007-2011",177715,24097,13.6,0.4
"72",NA,"Barnstable County","MA","Barnstable County","2008-2012",177957,22648,12.7,0.4
"73","Barre","Worcester County","MA","Barre","2006-2010",4179,426,10.2,3.8
"74","Barre","Worcester County","MA","Barre","2007-2011",4138,416,10.1,3.4
"75","Barre","Worcester County","MA","Barre","2008-2012",4054,366,9,3.4
"76","Becket","Berkshire County","MA","Becket","2006-2010",1315,122,9.3,3.8
"77","Becket","Berkshire County","MA","Becket","2007-2011",1485,117,7.9,3.5
"78","Becket","Berkshire County","MA","Becket","2008-2012",1603,135,8.4,3.7
"79","Bedford","Middlesex County","MA","Bedford","2006-2010",9820,1412,14.4,2.1
"80","Bedford","Middlesex County","MA","Bedford","2007-2011",9762,1257,12.9,3.4
"81","Bedford","Middlesex County","MA","Bedford","2008-2012",9887,1166,11.8,2.7
"82","Belchertown","Hampshire County","MA","Belchertown","2006-2010",10627,1038,9.8,1.7
"83","Belchertown","Hampshire County","MA","Belchertown","2007-2011",10806,1243,11.5,1.8
"84","Belchertown","Hampshire County","MA","Belchertown","2008-2012",10985,1371,12.5,2.2
"85","Bellingham","Norfolk County","MA","Bellingham","2006-2010",12251,1177,9.6,1.7
"86","Bellingham","Norfolk County","MA","Bellingham","2007-2011",12294,1193,9.7,1.7
"87","Bellingham","Norfolk County","MA","Bellingham","2008-2012",12688,1254,9.9,1.8
"88","Belmont","Middlesex County","MA","Belmont","2006-2010",18625,1089,5.8,0.9
"89","Belmont","Middlesex County","MA","Belmont","2007-2011",18629,1049,5.6,0.9
"90","Belmont","Middlesex County","MA","Belmont","2008-2012",18755,900,4.8,0.8
"91","Berkley","Bristol County","MA","Berkley","2006-2010",4635,407,8.8,2
"92","Berkley","Bristol County","MA","Berkley","2007-2011",4598,404,8.8,2
"93","Berkley","Bristol County","MA","Berkley","2008-2012",4629,423,9.1,2.2
"94",NA,"Berkshire County","MA","Berkshire County","2006-2010",105100,11713,11.1,0.5
"95",NA,"Berkshire County","MA","Berkshire County","2007-2011",105292,11153,10.6,0.5
"96",NA,"Berkshire County","MA","Berkshire County","2008-2012",105429,10880,10.3,0.5
"97","Berlin","Worcester County","MA","Berlin","2006-2010",2202,287,13,3.4
"98","Berlin","Worcester County","MA","Berlin","2007-2011",2238,282,12.6,3.2
"99","Berlin","Worcester County","MA","Berlin","2008-2012",2261,285,12.6,3.9
"100","Bernardston","Franklin County","MA","Bernardston","2006-2010",1780,281,15.8,3.8
"101","Bernardston","Franklin County","MA","Bernardston","2007-2011",1780,219,12.3,3.3
"102","Bernardston","Franklin County","MA","Bernardston","2008-2012",1703,227,13.3,3.3
"103","Beverly","Essex County","MA","Beverly","2006-2010",31676,3162,10,1
"104","Beverly","Essex County","MA","Beverly","2007-2011",31936,2970,9.3,1
"105","Beverly","Essex County","MA","Beverly","2008-2012",32389,2817,8.7,0.8
"106","Billerica","Middlesex County","MA","Billerica","2006-2010",29581,2642,8.9,1.1
"107","Billerica","Middlesex County","MA","Billerica","2007-2011",30008,2856,9.5,1.2
"108","Billerica","Middlesex County","MA","Billerica","2008-2012",30847,2753,8.9,0.9
"109","Blackstone","Worcester County","MA","Blackstone","2006-2010",6701,670,10,2.3
"110","Blackstone","Worcester County","MA","Blackstone","2007-2011",6756,680,10.1,2.9
"111","Blackstone","Worcester County","MA","Blackstone","2008-2012",6774,727,10.7,2.2
"112","Blandford","Hampden County","MA","Blandford","2006-2010",931,122,13.1,3.3
"113","Blandford","Hampden County","MA","Blandford","2007-2011",938,122,13,3
"114","Blandford","Hampden County","MA","Blandford","2008-2012",908,118,13,2.9
"115","Bolton","Worcester County","MA","Bolton","2006-2010",3404,214,6.3,1.9
"116","Bolton","Worcester County","MA","Bolton","2007-2011",3412,214,6.3,1.9
"117","Bolton","Worcester County","MA","Bolton","2008-2012",3455,192,5.6,1.8
"118","Boston","Suffolk County","MA","Boston","2006-2010",499070,20459,4.1,0.2
"119","Boston","Suffolk County","MA","Boston","2007-2011",505385,19804,3.9,0.2
"120","Boston","Suffolk County","MA","Boston","2008-2012",514617,19585,3.8,0.2
"121","Bourne","Barnstable County","MA","Bourne","2006-2010",15199,2095,13.8,1.6
"122","Bourne","Barnstable County","MA","Bourne","2007-2011",15506,1988,12.8,1.5
"123","Bourne","Barnstable County","MA","Bourne","2008-2012",15673,2017,12.9,1.6
"124","Boxborough","Middlesex County","MA","Boxborough","2006-2010",3611,234,6.5,2
"125","Boxborough","Middlesex County","MA","Boxborough","2007-2011",3692,252,6.8,2.3
"126","Boxborough","Middlesex County","MA","Boxborough","2008-2012",3714,298,8,2.3
"127","Boxford","Essex County","MA","Boxford","2006-2010",5430,502,9.2,2.4
"128","Boxford","Essex County","MA","Boxford","2007-2011",5682,647,11.4,2.6
"129","Boxford","Essex County","MA","Boxford","2008-2012",5843,597,10.2,2.4
"130","Boylston","Worcester County","MA","Boylston","2006-2010",3303,255,7.7,1.9
"131","Boylston","Worcester County","MA","Boylston","2007-2011",3363,240,7.1,2
"132","Boylston","Worcester County","MA","Boylston","2008-2012",3337,223,6.7,1.8
"133","Braintree","Norfolk County","MA","Braintree","2006-2010",27017,2512,9.3,0.9
"134","Braintree","Norfolk County","MA","Braintree","2007-2011",27437,2555,9.3,0.9
"135","Braintree","Norfolk County","MA","Braintree","2008-2012",27646,2428,8.8,0.9
"136","Brewster","Barnstable County","MA","Brewster","2006-2010",8195,1152,14.1,2.3
"137","Brewster","Barnstable County","MA","Brewster","2007-2011",8134,984,12.1,2.3
"138","Brewster","Barnstable County","MA","Brewster","2008-2012",8245,1055,12.8,2.1
"139","Bridgewater","Plymouth County","MA","Bridgewater","2006-2010",20694,1796,8.7,1
"140","Bridgewater","Plymouth County","MA","Bridgewater","2007-2011",21028,1945,9.2,1.4
"141","Bridgewater","Plymouth County","MA","Bridgewater","2008-2012",21354,1907,8.9,1.3
"142","Brimfield","Hampden County","MA","Brimfield","2006-2010",2695,545,20.2,5.6
"143","Brimfield","Hampden County","MA","Brimfield","2007-2011",2754,528,19.2,5.3
"144","Brimfield","Hampden County","MA","Brimfield","2008-2012",2789,463,16.6,4.8
"145",NA,"Bristol County","MA","Bristol County","2006-2010",421000,37276,8.9,0.3
"146",NA,"Bristol County","MA","Bristol County","2007-2011",423505,36141,8.5,0.3
"147",NA,"Bristol County","MA","Bristol County","2008-2012",426363,35363,8.3,0.3
"148","Brockton","Plymouth County","MA","Brockton","2006-2010",69207,5792,8.4,0.7
"149","Brockton","Plymouth County","MA","Brockton","2007-2011",69486,5583,8,0.6
"150","Brockton","Plymouth County","MA","Brockton","2008-2012",69475,5144,7.4,0.7
"151","Brookfield","Worcester County","MA","Brookfield","2006-2010",2660,357,13.4,3.5
"152","Brookfield","Worcester County","MA","Brookfield","2007-2011",2626,344,13.1,3.1
"153","Brookfield","Worcester County","MA","Brookfield","2008-2012",2567,346,13.5,3
"154","Brookline","Norfolk County","MA","Brookline","2006-2010",47164,1988,4.2,0.6
"155","Brookline","Norfolk County","MA","Brookline","2007-2011",47052,1777,3.8,0.6
"156","Brookline","Norfolk County","MA","Brookline","2008-2012",47703,1615,3.4,0.5
"157","Buckland","Franklin County","MA","Buckland","2006-2010",1652,127,7.7,2.9
"158","Buckland","Franklin County","MA","Buckland","2007-2011",1783,145,8.1,2.9
"159","Buckland","Franklin County","MA","Buckland","2008-2012",1685,161,9.6,3.2
"160","Burlington","Middlesex County","MA","Burlington","2006-2010",18549,1749,9.4,1.2
"161","Burlington","Middlesex County","MA","Burlington","2007-2011",18664,1692,9.1,1.4
"162","Burlington","Middlesex County","MA","Burlington","2008-2012",19141,1571,8.2,1.4
"163","Cambridge","Middlesex County","MA","Cambridge","2006-2010",89363,2883,3.2,0.4
"164","Cambridge","Middlesex County","MA","Cambridge","2007-2011",90357,2783,3.1,0.4
"165","Cambridge","Middlesex County","MA","Cambridge","2008-2012",91703,2985,3.3,0.4
"166","Canton","Norfolk County","MA","Canton","2006-2010",16107,1565,9.7,1.3
"167","Canton","Norfolk County","MA","Canton","2007-2011",16209,1412,8.7,1.4
"168","Canton","Norfolk County","MA","Canton","2008-2012",16332,1387,8.5,1
"169","Carlisle","Middlesex County","MA","Carlisle","2006-2010",3289,231,7,2.2
"170","Carlisle","Middlesex County","MA","Carlisle","2007-2011",3338,197,5.9,2.6
"171","Carlisle","Middlesex County","MA","Carlisle","2008-2012",3737,221,5.9,2.3
"172","Carver","Plymouth County","MA","Carver","2006-2010",8737,1222,14,2.3
"173","Carver","Plymouth County","MA","Carver","2007-2011",8688,1100,12.7,2.2
"174","Carver","Plymouth County","MA","Carver","2008-2012",8624,951,11,1.9
"175","Charlemont","Franklin County","MA","Charlemont","2006-2010",1014,144,14.2,3.2
"176","Charlemont","Franklin County","MA","Charlemont","2007-2011",961,134,13.9,3.3
"177","Charlemont","Franklin County","MA","Charlemont","2008-2012",1059,155,14.6,3.5
"178","Charlton","Worcester County","MA","Charlton","2006-2010",9074,1008,11.1,2.1
"179","Charlton","Worcester County","MA","Charlton","2007-2011",9227,923,10,1.8
"180","Charlton","Worcester County","MA","Charlton","2008-2012",9503,1025,10.8,1.6
"181","Chatham","Barnstable County","MA","Chatham","2006-2010",5383,875,16.3,2.4
"182","Chatham","Barnstable County","MA","Chatham","2007-2011",5314,808,15.2,2.4
"183","Chatham","Barnstable County","MA","Chatham","2008-2012",5350,825,15.4,2.5
"184","Chelmsford","Middlesex County","MA","Chelmsford","2006-2010",25454,2764,10.9,1.1
"185","Chelmsford","Middlesex County","MA","Chelmsford","2007-2011",25674,2653,10.3,0.9
"186","Chelmsford","Middlesex County","MA","Chelmsford","2008-2012",25922,2492,9.6,1
"187","Chelsea","Suffolk County","MA","Chelsea","2006-2010",25037,1160,4.6,1.5
"188","Chelsea","Suffolk County","MA","Chelsea","2007-2011",25764,999,3.9,1.4
"189","Chelsea","Suffolk County","MA","Chelsea","2008-2012",26005,902,3.5,1.7
"190","Cheshire","Berkshire County","MA","Cheshire","2006-2010",2651,280,10.6,3
"191","Cheshire","Berkshire County","MA","Cheshire","2007-2011",2631,303,11.5,2.5
"192","Cheshire","Berkshire County","MA","Cheshire","2008-2012",2627,330,12.6,3.4
"193","Chester","Hampden County","MA","Chester","2006-2010",1017,172,16.9,3.2
"194","Chester","Hampden County","MA","Chester","2007-2011",1030,158,15.3,3.2
"195","Chester","Hampden County","MA","Chester","2008-2012",1070,159,14.9,3.1
"196","Chesterfield","Hampshire County","MA","Chesterfield","2006-2010",843,132,15.7,3.7
"197","Chesterfield","Hampshire County","MA","Chesterfield","2007-2011",877,120,13.7,3.5
"198","Chesterfield","Hampshire County","MA","Chesterfield","2008-2012",918,125,13.6,3.5
"199","Chicopee","Hampden County","MA","Chicopee","2006-2010",43145,4954,11.5,1
"200","Chicopee","Hampden County","MA","Chicopee","2007-2011",43175,4983,11.5,1.2
"201","Chicopee","Hampden County","MA","Chicopee","2008-2012",43507,5124,11.8,0.8
"202","Chilmark","Dukes County","MA","Chilmark","2006-2010",715,93,13,5.5
"203","Chilmark","Dukes County","MA","Chilmark","2007-2011",583,85,14.6,6.4
"204","Chilmark","Dukes County","MA","Chilmark","2008-2012",677,77,11.4,4.1
"205","Clarksburg","Berkshire County","MA","Clarksburg","2006-2010",1470,206,14,2.8
"206","Clarksburg","Berkshire County","MA","Clarksburg","2007-2011",1435,191,13.3,2.6
"207","Clarksburg","Berkshire County","MA","Clarksburg","2008-2012",1405,181,12.9,3
"208","Clinton","Worcester County","MA","Clinton","2006-2010",10671,1047,9.8,2.1
"209","Clinton","Worcester County","MA","Clinton","2007-2011",10547,956,9.1,1.8
"210","Clinton","Worcester County","MA","Clinton","2008-2012",10577,901,8.5,1.9
"211","Cohasset","Norfolk County","MA","Cohasset","2006-2010",5204,543,10.4,2.4
"212","Cohasset","Norfolk County","MA","Cohasset","2007-2011",5329,480,9,2.2
"213","Cohasset","Norfolk County","MA","Cohasset","2008-2012",5602,471,8.4,2.2
"214","Colrain","Franklin County","MA","Colrain","2006-2010",1420,216,15.2,2.9
"215","Colrain","Franklin County","MA","Colrain","2007-2011",1366,185,13.5,2.8
"216","Colrain","Franklin County","MA","Colrain","2008-2012",1352,167,12.4,2.9
"217","Concord","Middlesex County","MA","Concord","2006-2010",13331,1217,9.1,1.4
"218","Concord","Middlesex County","MA","Concord","2007-2011",13496,1387,10.3,1.5
"219","Concord","Middlesex County","MA","Concord","2008-2012",13806,1341,9.7,1.2
"220","Conway","Franklin County","MA","Conway","2006-2010",1494,144,9.6,2.1
"221","Conway","Franklin County","MA","Conway","2007-2011",1446,125,8.6,2
"222","Conway","Franklin County","MA","Conway","2008-2012",1514,140,9.2,2.1
"223","Cummington","Hampshire County","MA","Cummington","2006-2010",784,70,8.9,2.9
"224","Cummington","Hampshire County","MA","Cummington","2007-2011",797,72,9,3.1
"225","Cummington","Hampshire County","MA","Cummington","2008-2012",775,78,10.1,3
"226","Dalton","Berkshire County","MA","Dalton","2006-2010",5177,618,11.9,2.5
"227","Dalton","Berkshire County","MA","Dalton","2007-2011",5264,592,11.2,2.6
"228","Dalton","Berkshire County","MA","Dalton","2008-2012",5366,535,10,2.6
"229","Danvers","Essex County","MA","Danvers","2006-2010",20823,2155,10.3,1.5
"230","Danvers","Essex County","MA","Danvers","2007-2011",20779,2168,10.4,1.4
"231","Danvers","Essex County","MA","Danvers","2008-2012",20966,2112,10.1,1.3
"232","Dartmouth","Bristol County","MA","Dartmouth","2006-2010",27512,2441,8.9,1.2
"233","Dartmouth","Bristol County","MA","Dartmouth","2007-2011",27557,2364,8.6,1.1
"234","Dartmouth","Bristol County","MA","Dartmouth","2008-2012",28203,2238,7.9,1
"235","Dedham","Norfolk County","MA","Dedham","2006-2010",19300,1889,9.8,1.3
"236","Dedham","Norfolk County","MA","Dedham","2007-2011",19376,1812,9.4,1.1
"237","Dedham","Norfolk County","MA","Dedham","2008-2012",19591,1732,8.8,1.2
"238","Deerfield","Franklin County","MA","Deerfield","2006-2010",3982,438,11,3.4
"239","Deerfield","Franklin County","MA","Deerfield","2007-2011",4068,391,9.6,2.9
"240","Deerfield","Franklin County","MA","Deerfield","2008-2012",4065,341,8.4,2.6
"241","Dennis","Barnstable County","MA","Dennis","2006-2010",11937,1839,15.4,2
"242","Dennis","Barnstable County","MA","Dennis","2007-2011",11875,1736,14.6,1.6
"243","Dennis","Barnstable County","MA","Dennis","2008-2012",11730,1541,13.1,1.6
"244","Dighton","Bristol County","MA","Dighton","2006-2010",5420,603,11.1,3.5
"245","Dighton","Bristol County","MA","Dighton","2007-2011",5432,580,10.7,3.3
"246","Dighton","Bristol County","MA","Dighton","2008-2012",5318,547,10.3,2.9
"247","Douglas","Worcester County","MA","Douglas","2006-2010",5955,446,7.5,2.7
"248","Douglas","Worcester County","MA","Douglas","2007-2011",6001,499,8.3,2.9
"249","Douglas","Worcester County","MA","Douglas","2008-2012",6106,599,9.8,2.6
"250","Dover","Norfolk County","MA","Dover","2006-2010",3881,294,7.6,2.3
"251","Dover","Norfolk County","MA","Dover","2007-2011",3903,259,6.6,1.9
"252","Dover","Norfolk County","MA","Dover","2008-2012",3924,222,5.7,1.8
"253","Dracut","Middlesex County","MA","Dracut","2006-2010",22349,2170,9.7,1.2
"254","Dracut","Middlesex County","MA","Dracut","2007-2011",22531,2056,9.1,1.3
"255","Dracut","Middlesex County","MA","Dracut","2008-2012",22353,1842,8.2,1.1
"256","Dudley","Worcester County","MA","Dudley","2006-2010",8416,1128,13.4,2.2
"257","Dudley","Worcester County","MA","Dudley","2007-2011",8416,885,10.5,2.2
"258","Dudley","Worcester County","MA","Dudley","2008-2012",8647,907,10.5,2.4
"259",NA,"Dukes County","MA","Dukes County","2006-2010",13005,1343,10.3,1.6
"260",NA,"Dukes County","MA","Dukes County","2007-2011",12843,1204,9.4,1.4
"261",NA,"Dukes County","MA","Dukes County","2008-2012",13414,1212,9,1.7
"262","Dunstable","Middlesex County","MA","Dunstable","2006-2010",2170,123,5.7,2
"263","Dunstable","Middlesex County","MA","Dunstable","2007-2011",2246,117,5.2,1.6
"264","Dunstable","Middlesex County","MA","Dunstable","2008-2012",2337,138,5.9,1.8
"265","Duxbury","Plymouth County","MA","Duxbury","2006-2010",10296,1097,10.7,1.3
"266","Duxbury","Plymouth County","MA","Duxbury","2007-2011",10393,1034,9.9,1.5
"267","Duxbury","Plymouth County","MA","Duxbury","2008-2012",10679,1137,10.6,1.5
"268","East Bridgewater","Plymouth County","MA","East Bridgewater","2006-2010",10353,1173,11.3,1.9
"269","East Bridgewater","Plymouth County","MA","East Bridgewater","2007-2011",10642,1048,9.8,1.3
"270","East Bridgewater","Plymouth County","MA","East Bridgewater","2008-2012",10606,1107,10.4,1.6
"271","East Brookfield","Worcester County","MA","East Brookfield","2006-2010",1564,152,9.7,3.1
"272","East Brookfield","Worcester County","MA","East Brookfield","2007-2011",1586,112,7.1,2.9
"273","East Brookfield","Worcester County","MA","East Brookfield","2008-2012",1710,152,8.9,2.8
"274","East Longmeadow","Hampden County","MA","East Longmeadow","2006-2010",11790,1367,11.6,1.6
"275","East Longmeadow","Hampden County","MA","East Longmeadow","2007-2011",11749,1334,11.4,1.5
"276","East Longmeadow","Hampden County","MA","East Longmeadow","2008-2012",11942,1417,11.9,1.4
"277","Eastham","Barnstable County","MA","Eastham","2006-2010",4530,758,16.7,3.6
"278","Eastham","Barnstable County","MA","Eastham","2007-2011",4523,626,13.8,2.6
"279","Eastham","Barnstable County","MA","Eastham","2008-2012",4412,576,13.1,3.3
"280","Easthampton","Hampshire County","MA","Easthampton","2006-2010",13001,1377,10.6,1.8
"281","Easthampton","Hampshire County","MA","Easthampton","2007-2011",13271,1359,10.2,1.7
"282","Easthampton","Hampshire County","MA","Easthampton","2008-2012",13434,1295,9.6,1.8
"283","Easton","Bristol County","MA","Easton","2006-2010",18235,1290,7.1,1.2
"284","Easton","Bristol County","MA","Easton","2007-2011",18106,1283,7.1,1.1
"285","Easton","Bristol County","MA","Easton","2008-2012",18086,1293,7.1,1.2
"286","Edgartown","Dukes County","MA","Edgartown","2006-2010",3387,358,10.6,3.8
"287","Edgartown","Dukes County","MA","Edgartown","2007-2011",3499,296,8.5,3.2
"288","Edgartown","Dukes County","MA","Edgartown","2008-2012",3608,231,6.4,3
"289","Egremont","Berkshire County","MA","Egremont","2006-2010",1070,139,13,3.1
"290","Egremont","Berkshire County","MA","Egremont","2007-2011",920,92,10,3.6
"291","Egremont","Berkshire County","MA","Egremont","2008-2012",908,100,11,3
"292","Erving","Franklin County","MA","Erving","2006-2010",1372,188,13.7,2.7
"293","Erving","Franklin County","MA","Erving","2007-2011",1298,152,11.7,2.6
"294","Erving","Franklin County","MA","Erving","2008-2012",1298,156,12,2.4
"295","Essex","Essex County","MA","Essex","2006-2010",2669,300,11.2,4.2
"296","Essex","Essex County","MA","Essex","2007-2011",2759,303,11,3.5
"297","Essex","Essex County","MA","Essex","2008-2012",2762,230,8.3,2.8
"298",NA,"Essex County","MA","Essex County","2006-2010",561417,47802,8.5,0.2
"299",NA,"Essex County","MA","Essex County","2007-2011",566602,46486,8.2,0.2
"300",NA,"Essex County","MA","Essex County","2008-2012",572677,44748,7.8,0.2
"301","Everett","Middlesex County","MA","Everett","2006-2010",31928,2083,6.5,1.1
"302","Everett","Middlesex County","MA","Everett","2007-2011",32064,2198,6.9,1.1
"303","Everett","Middlesex County","MA","Everett","2008-2012",32695,2005,6.1,1
"304","Fairhaven","Bristol County","MA","Fairhaven","2006-2010",12989,1569,12.1,1.7
"305","Fairhaven","Bristol County","MA","Fairhaven","2007-2011",12904,1410,10.9,1.3
"306","Fairhaven","Bristol County","MA","Fairhaven","2008-2012",13151,1375,10.5,1.4
"307","Fall River","Bristol County","MA","Fall River","2006-2010",69979,5376,7.7,0.6
"308","Fall River","Bristol County","MA","Fall River","2007-2011",70233,5391,7.7,0.6
"309","Fall River","Bristol County","MA","Fall River","2008-2012",69687,5219,7.5,0.6
"310","Falmouth","Barnstable County","MA","Falmouth","2006-2010",26452,4139,15.6,1.4
"311","Falmouth","Barnstable County","MA","Falmouth","2007-2011",26133,3907,15,1.4
"312","Falmouth","Barnstable County","MA","Falmouth","2008-2012",26163,3655,14,1.3
"313","Fitchburg","Worcester County","MA","Fitchburg","2006-2010",31196,2655,8.5,0.9
"314","Fitchburg","Worcester County","MA","Fitchburg","2007-2011",31203,2607,8.4,1
"315","Fitchburg","Worcester County","MA","Fitchburg","2008-2012",31556,2751,8.7,1
"316","Florida","Berkshire County","MA","Florida","2006-2010",605,110,18.2,5.8
"317","Florida","Berkshire County","MA","Florida","2007-2011",575,81,14.1,5.9
"318","Florida","Berkshire County","MA","Florida","2008-2012",563,68,12.1,4.8
"319","Foxborough","Norfolk County","MA","Foxborough","2006-2010",12382,1176,9.5,1.3
"320","Foxborough","Norfolk County","MA","Foxborough","2007-2011",12637,1100,8.7,1.4
"321","Foxborough","Norfolk County","MA","Foxborough","2008-2012",12783,1046,8.2,1.4
"322","Framingham","Middlesex County","MA","Framingham","2006-2010",53285,3218,6,0.7
"323","Framingham","Middlesex County","MA","Framingham","2007-2011",53462,3059,5.7,0.6
"324","Framingham","Middlesex County","MA","Framingham","2008-2012",54383,3008,5.5,0.6
"325","Franklin","Norfolk County","MA","Franklin","2006-2010",21991,1683,7.7,1.1
"326","Franklin","Norfolk County","MA","Franklin","2007-2011",22311,1504,6.7,0.9
"327","Franklin","Norfolk County","MA","Franklin","2008-2012",22633,1411,6.2,0.9
"328",NA,"Franklin County","MA","Franklin County","2006-2010",56982,6672,11.7,0.7
"329",NA,"Franklin County","MA","Franklin County","2007-2011",57202,6292,11,0.6
"330",NA,"Franklin County","MA","Franklin County","2008-2012",57444,6134,10.7,0.5
"331","Freetown","Bristol County","MA","Freetown","2006-2010",6865,715,10.4,2.1
