,,,"Population of Massachusetts Cities, Towns & Counties: Census Counts, 1930-2014",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIPS Codes,,,,Land Area,Decennial Census Count (as of April 1),,,,,,,,,,,,,Census Estimate (as of July 1),,,,,,,,,,
009,59105,2500959105,Salem city,8.1," 43,353 "," 41,213 "," 41,880 "," 39,211 "," 40,556 "," 38,220 "," 38,091 ","40,407"," 41,340 ","5,101.1",0.6%,,,"41,836","42,035","42,269","42,676","42,824",,,,,,
009,59245,2500959245,Salisbury town,15.4," 2,194 "," 2,376 "," 2,695 "," 3,154 "," 4,179 "," 5,973 "," 6,882 ","7,827"," 8,283 ",536.7,0.1%,,,"8,303","8,397","8,481","8,573","8,706",,,,,,
009,60015,2500960015,Saugus town,11.0," 14,700 "," 14,825 "," 17,162 "," 20,666 "," 25,110 "," 24,746 "," 25,549 ","26,078"," 26,628 ","2,423.8",0.4%,,,"26,721","27,038","27,359","27,790","27,921",,,,,,
009,68645,2500968645,Swampscott town,3.0," 10,346 "," 10,761 "," 11,580 "," 13,294 "," 13,578 "," 13,837 "," 13,650 ","14,412"," 13,787 ","4,520.9",0.2%,,,"13,808","13,868","13,908","13,970","14,014",,,,,,
009,70150,2500970150,Topsfield town,12.7, 986 ," 1,150 "," 1,412 "," 3,351 "," 5,225 "," 5,709 "," 5,754 ","6,141"," 6,085 ",477.7,0.1%,,,"6,097","6,181","6,288","6,393","6,505",,,,,,
009,74595,2500974595,Wenham town,7.7," 1,119 "," 1,220 "," 1,644 "," 2,798 "," 3,849 "," 3,897 "," 4,212 ","4,656"," 4,875 ",631.6,0.1%,,,"4,884","4,974","5,038","5,136","5,165",,,,,,
009,77150,2500977150,West Newbury town,13.5," 1,549 "," 1,515 "," 1,598 "," 1,844 "," 2,254 "," 2,861 "," 3,421 ","4,149"," 4,235 ",313.3,0.1%,,,"4,249","4,307","4,366","4,439","4,495",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011,,25011,Franklin County,702.0," 49,612 "," 49,453 "," 52,747 "," 54,864 "," 59,233 "," 64,317 "," 70,092 "," 71,535 "," 71,372 ",101.7,1.1%,,,"71,317","71,624","71,544","71,155","70,862",,,,,,
011,02095,2501102095,Ashfield town,40.3, 860 , 872 , 977 ," 1,131 "," 1,274 "," 1,458 "," 1,715 ","1,800"," 1,737 ",43.1,0.0%,,,"1,739","1,742","1,740","1,734","1,731",,,,,,
011,05560,2501105560,Bernardston town,23.4, 893 , 954 ," 1,117 "," 1,370 "," 1,659 "," 1,750 "," 2,048 ","2,155"," 2,129 ",90.9,0.0%,,,"2,127","2,136","2,134","2,124","2,113",,,,,,
011,09595,2501109595,Buckland town,19.6," 1,497 "," 1,527 "," 1,605 "," 1,664 "," 1,892 "," 1,864 "," 1,928 ","1,991"," 1,902 ",97.2,0.0%,,,"1,898","1,903","1,897","1,886","1,874",,,,,,
011,12505,2501112505,Charlemont town,26.1, 816 , 789 , 855 , 897 , 897 ," 1,149 "," 1,249 ","1,358"," 1,266 ",48.5,0.0%,,,"1,265","1,266","1,264","1,255","1,246",,,,,,
011,14885,2501114885,Colrain town,43.4," 1,391 "," 1,497 "," 1,546 "," 1,426 "," 1,420 "," 1,552 "," 1,757 ","1,813"," 1,671 ",38.5,0.0%,,,"1,670","1,676","1,671","1,661","1,656",,,,,,
011,15200,2501115200,Conway town,37.7, 900 , 944 , 873 , 875 , 998 ," 1,213 "," 1,529 ","1,809"," 1,897 ",50.3,0.0%,,,"1,898","1,908","1,902","1,899","1,887",,,,,,
011,16670,2501116670,Deerfield town,32.3," 2,882 "," 2,684 "," 3,086 "," 3,338 "," 3,873 "," 4,517 "," 5,018 ","4,750"," 5,125 ",158.7,0.1%,,,"5,123","5,118","5,109","5,082","5,054",,,,,,
011,21780,2501121780,Erving town,13.9," 1,263 "," 1,328 "," 1,322 "," 1,272 "," 1,260 "," 1,326 "," 1,372 ","1,467"," 1,800 ",129.7,0.0%,,,"1,799","1,806","1,802","1,798","1,788",,,,,,
011,25730,2501125730,Gill town,14.0, 983 , 931 ," 1,070 "," 1,203 "," 1,100 "," 1,259 "," 1,583 ","1,363"," 1,500 ",107.3,0.0%,,,"1,502","1,500","1,503","1,495","1,496",,,,,,
011,27100,2501127100,Greenfield Town city,21.7," 15,500 "," 15,672 "," 17,349 "," 17,690 "," 18,116 "," 18,436 "," 18,666 ","18,168"," 17,456 ",803.4,0.3%,,,"17,424","17,584","17,580","17,416","17,368",,,,,,
011,29475,2501129475,Hawley town,30.9, 313 , 257 , 244 , 251 , 224 , 280 , 317 ,336, 337 ,10.9,0.0%,,,338,336,335,334,331,,,,,,
011,29650,2501129650,Heath town,24.9, 331 , 359 , 305 , 304 , 383 , 482 , 716 ,805, 706 ,28.4,0.0%,,,705,707,708,704,700,,,,,,
011,35180,2501135180,Leverett town,22.8, 677 , 688 , 791 , 914 ," 1,005 "," 1,471 "," 1,785 ","1,698"," 1,851 ",81.0,0.0%,,,"1,855","1,867","1,865","1,861","1,856",,,,,,
011,35285,2501135285,Leyden town,18.0, 261 , 260 , 306 , 343 , 376 , 498 , 662 ,772, 711 ,39.5,0.0%,,,713,720,722,719,718,,,,,,
011,42040,2501142040,Monroe town,10.7, 218 , 207 , 174 , 210 , 216 , 179 , 115 ,93, 121 ,11.3,0.0%,,,121,121,121,121,120,,,,,,
011,42285,2501142285,Montague town,30.4," 8,081 "," 7,582 "," 7,812 "," 7,836 "," 8,451 "," 8,011 "," 8,316 ","8,468"," 8,437 ",277.5,0.1%,,,"8,426","8,445","8,420","8,379","8,325",,,,,,
011,45490,2501145490,New Salem town,45.0, 414 , 357 , 392 , 397 , 474 , 688 , 802 ,929, 990 ,22.0,0.0%,,,989,995,"1,001","1,000","1,000",,,,,,
011,47835,2501147835,Northfield town,34.4," 1,888 "," 1,975 "," 2,246 "," 2,320 "," 2,631 "," 2,386 "," 2,838 ","2,951"," 3,032 ",88.1,0.0%,,,"3,030","3,040","3,035","3,024","3,012",,,,,,
011,51265,2501151265,Orange town,35.4," 5,365 "," 5,611 "," 5,894 "," 6,154 "," 6,104 "," 6,844 "," 7,312 ","7,518"," 7,839 ",221.7,0.1%,,,"7,833","7,842","7,814","7,764","7,713",,,,,,
011,58335,2501158335,Rowe town,23.5, 298 , 233 , 199 , 231 , 277 , 336 , 378 ,351, 393 ,16.7,0.0%,,,393,394,394,391,387,,,,,,
011,61135,2501161135,Shelburne town,23.3," 1,544 "," 1,636 "," 1,756 "," 1,739 "," 1,836 "," 2,002 "," 2,012 ","2,058"," 1,893 ",81.4,0.0%,,,"1,893","1,894","1,898","1,893","1,883",,,,,,
011,61905,2501161905,Shutesbury town,26.6, 222 , 191 , 213 , 265 , 489 ," 1,049 "," 1,561 ","1,806"," 1,771 ",66.5,0.0%,,,"1,770","1,783","1,779","1,775","1,770",,,,,,
011,68400,2501168400,Sunderland town,14.4," 1,159 "," 1,085 ", 905 ," 1,279 "," 2,236 "," 2,929 "," 3,399 ","3,777"," 3,684 ",256.1,0.1%,,,"3,683","3,699","3,700","3,692","3,679",,,,,,
011,73265,2501173265,Warwick town,37.3, 367 , 444 , 429 , 426 , 492 , 603 , 740 ,750, 780 ,20.9,0.0%,,,779,781,778,774,769,,,,,,
011,74525,2501174525,Wendell town,32.0, 353 , 391 , 342 , 292 , 405 , 694 , 899 ,986, 848 ,26.5,0.0%,,,849,860,866,868,871,,,,,,
011,79110,2501179110,Whately town,20.2," 1,136 ", 979 , 939 ," 1,037 "," 1,145 "," 1,341 "," 1,375 ","1,563"," 1,496 ",74.1,0.0%,,,"1,495","1,501","1,506","1,506","1,515",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
013,,25013,Hampden County,618.4," 335,496 "," 332,107 "," 367,971 "," 429,353 "," 459,050 "," 443,018 "," 456,310 "," 456,226 "," 463,490 ",749.5,7.1%,,,"464,160","465,963","466,539","467,414","468,161",,,,,,
013,00840,2501300840,Agawam Town city,23.2," 7,095 "," 7,842 "," 10,166 "," 15,718 "," 21,717 "," 26,271 "," 27,323 ","28,143"," 28,438 ","1,223.6",0.4%,,,"28,450","28,585","28,634","28,712","28,772",,,,,,
013,06085,2501306085,Blandford town,51.7, 545 , 479 , 597 , 636 , 863 ," 1,038 "," 1,187 ","1,214"," 1,233 ",23.8,0.0%,,,"1,234","1,240","1,245","1,251","1,255",,,,,,
013,08470,2501308470,Brimfield town,34.7, 884 ," 1,012 "," 1,182 "," 1,414 "," 1,907 "," 2,318 "," 3,001 ","3,339"," 3,609 ",104.0,0.1%,,,"3,617","3,626","3,662","3,707","3,723",,,,,,
013,13485,2501313485,Chester town,36.7," 1,464 "," 1,284 "," 1,292 "," 1,155 "," 1,025 "," 1,123 "," 1,280 ","1,308"," 1,337 ",36.4,0.0%,,,"1,340","1,349","1,353","1,359","1,365",,,,,,
013,13660,2501313660,Chicopee city,22.9," 43,930 "," 41,664 "," 49,211 "," 61,553 "," 66,676 "," 55,112 "," 56,632 ","54,653"," 55,298 ","2,417.9",0.8%,,,"55,275","55,551","55,669","55,714","55,795",,,,,,
013,19645,2501319645,East Longmeadow town,13.0," 3,327 "," 3,403 "," 4,881 "," 10,294 "," 13,029 "," 12,905 "," 13,367 ","14,100"," 15,720 ","1,212.0",0.2%,,,"15,744","15,842","15,927","16,006","16,123",,,,,,
013,26675,2501326675,Granville town,42.2, 674 , 668 , 740 , 874 ," 1,008 "," 1,204 "," 1,403 ","1,523"," 1,566 ",37.1,0.0%,,,"1,572","1,592","1,607","1,614","1,620",,,,,,
013,28075,2501328075,Hampden town,19.6, 684 ," 1,023 "," 1,322 "," 2,345 "," 4,572 "," 4,745 "," 4,709 ","5,171"," 5,139 ",261.7,0.1%,,,"5,141","5,157","5,165","5,173","5,195",,,,,,
013,30665,2501330665,Holland town,12.4, 137 , 247 , 377 , 561 , 931 ," 1,589 "," 2,185 ","2,407"," 2,481 ",200.2,0.0%,,,"2,482","2,488","2,490","2,496","2,502",,,,,,
013,30840,2501330840,Holyoke city,21.3," 56,537 "," 53,750 "," 54,661 "," 52,689 "," 50,112 "," 44,678 "," 43,704 ","39,838"," 39,880 ","1,873.4",0.6%,,,"39,908","40,102","40,138","40,110","40,124",,,,,,
013,36300,2501336300,Longmeadow town,9.0," 4,437 "," 5,790 "," 6,508 "," 10,565 "," 15,630 "," 16,301 "," 15,467 ","15,633"," 15,784 ","1,749.3",0.2%,,,"15,806","15,851","15,860","15,864","15,882",,,,,,
013,37175,2501337175,Ludlow town,27.1," 8,876 "," 8,181 "," 8,660 "," 13,805 "," 17,580 "," 18,150 "," 18,820 ","21,209"," 21,103 ",777.3,0.3%,,,"21,142","21,256","21,278","21,358","21,436",,,,,,
013,42145,2501342145,Monson town,44.3," 4,918 "," 5,597 "," 6,125 "," 6,712 "," 7,355 "," 7,315 "," 7,776 ","8,359"," 8,560 ",193.3,0.1%,,,"8,566","8,592","8,683","8,729","8,754",,,,,,
013,42530,2501342530,Montgomery town,15.1, 141 , 178 , 157 , 333 , 446 , 637 , 759 ,654, 838 ,55.7,0.0%,,,841,851,858,860,860,,,,,,
013,52144,2501352144,Palmer Town city,31.5," 9,577 "," 9,149 "," 9,533 "," 10,358 "," 11,680 "," 11,389 "," 12,054 ","12,497"," 12,140 ",385.0,0.2%,,,"12,139","12,156","12,162","12,169","12,174",,,,,,
013,58650,2501358650,Russell town,17.6," 1,237 "," 1,242 "," 1,298 "," 1,366 "," 1,382 "," 1,570 "," 1,594 ","1,657"," 1,775 ",101.1,0.0%,,,"1,778","1,790","1,788","1,788","1,787",,,,,,
013,65825,2501365825,Southwick town,31.0," 1,461 "," 1,579 "," 2,855 "," 5,139 "," 6,330 "," 7,382 "," 7,667 ","8,835"," 9,502 ",307.0,0.1%,,,"9,510","9,556","9,588","9,633","9,689",,,,,,
013,67000,2501367000,Springfield city,32.1," 149,900 "," 149,554 "," 162,399 "," 174,463 "," 163,905 "," 152,319 "," 156,983 ","152,080"," 153,060 ","4,768.1",2.3%,,,"153,596","153,798","153,863","153,931","153,991",,,,,,
013,70045,2501370045,Tolland town,31.6, 134 , 129 , 107 , 101 , 172 , 235 , 289 ,424, 485 ,15.3,0.0%,,,485,487,489,490,492,,,,,,
013,72390,2501372390,Wales town,15.7, 360 , 367 , 497 , 659 , 852 ," 1,177 "," 1,566 ","1,737"," 1,838 ",116.7,0.0%,,,"1,841","1,852","1,862","1,875","1,878",,,,,,
013,76030,2501376030,Westfield city,46.6," 16,684 "," 18,793 "," 20,962 "," 26,302 "," 31,433 "," 36,465 "," 38,372 ","40,072"," 41,094 ",882.3,0.6%,,,"41,115","41,390","41,244","41,531","41,608",,,,,,
013,77890,2501377890,West Springfield Town city,16.7," 19,775 "," 17,135 "," 20,438 "," 24,924 "," 28,461 "," 27,042 "," 27,537 ","27,900"," 28,391 ","1,695.0",0.4%,,,"28,352","28,540","28,608","28,589","28,627",,,,,,
013,79740,2501379740,Wilbraham town,22.2," 2,719 "," 3,041 "," 4,003 "," 7,387 "," 11,984 "," 12,053 "," 12,635 ","13,473"," 14,219 ",639.9,0.2%,,,"14,226","14,312","14,366","14,455","14,509",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
015,,25015,Hampshire County,529.0," 72,018 "," 72,461 "," 87,594 "," 103,229 "," 123,997 "," 138,813 "," 146,568 "," 152,255 "," 158,080 ",298.8,2.4%,,,"159,266","160,112","160,351","160,970","160,939",,,,,,
015,01325,2501501325,Amherst town,27.7," 5,888 "," 6,410 "," 10,856 "," 13,718 "," 26,331 "," 33,229 "," 35,228 ","34,874"," 37,819 ","1,364.5",0.6%,,,"38,706","39,056","39,025","39,786","39,774",,,,,,
015,04825,2501504825,Belchertown town,52.7," 3,139 "," 3,503 "," 4,487 "," 5,186 "," 5,936 "," 8,339 "," 10,579 ","12,968"," 14,649 ",277.8,0.2%,,,"14,651","14,740","14,787","14,819","14,846",,,,,,
015,13590,2501513590,Chesterfield town,31.1, 420 , 422 , 496 , 556 , 704 ," 1,000 "," 1,048 ","1,201"," 1,222 ",39.3,0.0%,,,"1,226","1,237","1,242","1,250","1,248",,,,,,
015,16040,2501516040,Cummington town,23.1, 531 , 608 , 620 , 550 , 562 , 657 , 785 ,978, 872 ,37.8,0.0%,,,872,872,874,875,872,,,,,,
015,19370,2501519370,Easthampton Town city,13.4," 11,323 "," 10,316 "," 10,694 "," 12,326 "," 13,012 "," 15,580 "," 15,537 ","15,994"," 16,053 ","1,196.5",0.2%,,,"16,047","16,067","16,095","16,062","16,036",,,,,,
015,26290,2501526290,Goshen town,17.4, 248 , 237 , 321 , 385 , 483 , 651 , 830 ,921," 1,054 ",60.7,0.0%,,,"1,054","1,060","1,064","1,067","1,069",,,,,,
015,26535,2501526535,Granby town,27.9, 891 ," 1,085 "," 1,861 "," 4,221 "," 5,473 "," 5,380 "," 5,565 ","6,132"," 6,240 ",224.0,0.1%,,,"6,239","6,272","6,318","6,326","6,333",,,,,,
015,27690,2501527690,Hadley town,23.3," 2,682 "," 2,576 "," 2,639 "," 3,099 "," 3,760 "," 4,125 "," 4,231 ","4,793"," 5,250 ",225.3,0.1%,,,"5,249","5,269","5,306","5,295","5,301",,,,,,
015,29265,2501529265,Hatfield town,16.0," 2,476 "," 2,216 "," 2,179 "," 2,350 "," 2,825 "," 3,045 "," 3,184 ","3,248"," 3,279 ",204.7,0.1%,,,"3,276","3,283","3,290","3,301","3,290",,,,,,
015,31785,2501531785,Huntington town,26.6," 1,242 "," 1,340 "," 1,257 "," 1,392 "," 1,593 "," 1,804 "," 1,987 ","2,174"," 2,180 ",81.8,0.0%,,,"2,180","2,182","2,186","2,182","2,179",,,,,,
015,40990,2501540990,Middlefield town,24.2, 197 , 201 , 295 , 315 , 288 , 385 , 392 ,542, 521 ,21.6,0.0%,,,521,526,529,531,528,,,,,,
015,46330,2501546330,Northampton city,34.5," 24,381 "," 24,794 "," 29,063 "," 30,058 "," 29,664 "," 29,286 "," 29,289 ","28,978"," 28,549 ",828.5,0.4%,,,"28,634","28,697","28,686","28,602","28,554",,,,,,
015,52560,2501552560,Pelham town,25.1, 455 , 568 , 579 , 805 , 937 ," 1,112 "," 1,373 ","1,403"," 1,321 ",52.7,0.0%,,,"1,321","1,326","1,330","1,329","1,327",,,,,,
015,54030,2501554030,Plainfield town,21.1, 306 , 264 , 228 , 237 , 287 , 425 , 571 ,589, 648 ,30.8,0.0%,,,648,649,649,653,650,,,,,,
015,62745,2501562745,Southampton town,28.1," 6,773 ", 950 ," 1,387 "," 2,192 "," 3,069 "," 4,137 "," 4,478 ","5,387"," 5,792 ",205.8,0.1%,,,"5,803","5,898","5,962","6,014","6,078",,,,,,
015,64145,2501564145,South Hadley town,17.7, 931 ," 6,856 "," 10,145 "," 14,956 "," 17,033 "," 16,399 "," 16,685 ","17,200"," 17,514 ",989.0,0.3%,,,"17,720","17,817","17,827","17,704","17,691",,,,,,
015,72880,2501572880,Ware town,34.4," 7,385 "," 7,557 "," 7,517 "," 7,517 "," 8,187 "," 8,953 "," 9,808 ","9,708"," 9,872 ",286.9,0.2%,,,"9,872","9,902","9,910","9,905","9,878",,,,,,
015,76380,2501576380,Westhampton town,27.1, 374 , 403 , 452 , 583 , 793 ," 1,137 "," 1,327 ","1,468"," 1,607 ",59.2,0.0%,,,"1,607","1,610","1,612","1,613","1,634",,,,,,
015,79915,2501579915,Williamsburg town,25.6," 1,891 "," 1,684 "," 2,056 "," 2,186 "," 2,342 "," 2,237 "," 2,515 ","2,427"," 2,482 ",96.9,0.0%,,,"2,482","2,485","2,488","2,481","2,472",,,,,,
015,82175,2501582175,Worthington town,32.1, 485 , 471 , 462 , 597 , 718 , 932 ," 1,156 ","1,270"," 1,156 ",36.1,0.0%,,,"1,158","1,164","1,171","1,175","1,179",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
017,,25017,Middlesex County,823.5," 934,924 "," 971,390 "," 1,064,569 "," 1,238,742 "," 1,397,268 "," 1,367,034 "," 1,398,468 "," 1,466,396 "," 1,503,085 ","1,825.3",23.0%,,,"1,506,852","1,523,671","1,540,192","1,558,131","1,570,315",,,,,,
017,00380,2501700380,Acton town,20.0," 2,482 "," 2,701 "," 3,510 "," 7,238 "," 14,770 "," 17,544 "," 17,872 ","20,331"," 21,924 ","1,097.8",0.3%,,,"21,972","22,262","22,642","22,951","23,237",,,,,,
017,01605,2501701605,Arlington town,5.2," 36,094 "," 40,013 "," 44,353 "," 49,953 "," 53,524 "," 48,219 "," 44,630 ","42,389"," 42,844 ","8,267.4",0.7%,,,"42,907","43,308","43,752","44,212","44,461",,,,,,
017,01955,2501701955,Ashby town,23.8, 982 ," 1,026 "," 1,464 "," 1,883 "," 2,274 "," 2,311 "," 2,717 ","2,845"," 3,074 ",129.2,0.0%,,,"3,079","3,113","3,156","3,189","3,208",,,,,,
017,02130,2501702130,Ashland town,12.4," 2,397 "," 2,479 "," 3,500 "," 7,779 "," 8,882 "," 9,165 "," 12,066 ","14,674"," 16,593 ","1,333.5",0.3%,,,"16,625","16,803","17,004","17,191","17,312",,,,,,
017,03005,2501703005,Ayer town,9.0," 3,060 "," 3,572 "," 5,740 "," 14,927 "," 7,393 "," 6,993 "," 6,871 ","7,287"," 7,427 ",823.7,0.1%,,,"7,458","7,586","7,710","7,866","7,952",,,,,,
017,04615,2501704615,Bedford town,13.7," 2,603 "," 3,807 "," 5,234 "," 10,969 "," 13,513 "," 13,067 "," 12,996 ","12,595"," 13,320 ",969.5,0.2%,,,"13,341","13,535","13,794","14,086","14,205",,,,,,
017,05070,2501705070,Belmont town,4.7," 21,748 "," 26,867 "," 27,381 "," 28,715 "," 28,285 "," 26,100 "," 24,720 ","24,194"," 24,729 ","5,305.0",0.4%,,,"24,757","24,949","25,229","25,431","25,496",,,,,,
017,05805,2501705805,Billerica town,25.9," 5,880 "," 7,933 "," 11,101 "," 17,867 "," 31,648 "," 36,727 "," 37,609 ","38,981"," 40,243 ","1,554.6",0.6%,,,"40,384","41,052","41,484","42,069","42,264",,,,,,
017,07350,2501707350,Boxborough town,10.4, 312 , 376 , 439 , 744 ," 1,451 "," 3,126 "," 3,343 ","4,868"," 4,996 ",482.0,0.1%,,,"5,007","5,057","5,107","5,143","5,171",,,,,,
017,09840,2501709840,Burlington town,11.8," 1,722 "," 2,275 "," 3,250 "," 12,852 "," 21,980 "," 23,486 "," 23,302 ","22,876"," 24,498 ","2,073.7",0.4%,,,"24,564","24,928","25,249","25,507","25,683",,,,,,
017,11000,2501711000,Cambridge city,6.4," 113,643 "," 110,879 "," 120,740 "," 107,716 "," 100,361 "," 95,322 "," 95,802 ","101,355"," 105,162 ","16,358.2",1.6%,,,"104,955","105,809","106,046","107,732","109,694",,,,,,
017,11525,2501711525,Carlisle town,15.4, 569 , 747 , 876 ," 1,488 "," 2,871 "," 3,306 "," 4,333 ","4,717"," 4,852 ",315.8,0.1%,,,"4,866","4,917","4,980","5,037","5,071",,,,,,
017,13135,2501713135,Chelmsford town,22.6," 7,022 "," 8,077 "," 9,407 "," 15,130 "," 31,432 "," 31,174 "," 32,383 ","33,619"," 33,802 ","1,492.6",0.5%,,,"33,874","34,227","34,559","34,831","34,960",,,,,,
017,15060,2501715060,Concord town,24.9," 7,477 "," 7,972 "," 8,623 "," 12,517 "," 16,148 "," 16,293 "," 17,076 ","16,993"," 17,668 ",709.1,0.3%,,,"17,736","18,743","18,907","19,235","19,535",,,,,,
017,17475,2501717475,Dracut town,20.9," 6,912 "," 7,339 "," 8,666 "," 13,674 "," 18,214 "," 21,249 "," 25,594 ","28,562"," 29,457 ","1,409.6",0.4%,,,"29,540","29,957","30,349","30,725","31,079",,,,,,
017,17825,2501717825,Dunstable town,16.5, 384 , 447 , 522 , 824 ," 1,292 "," 1,671 "," 2,236 ","2,829"," 3,179 ",192.1,0.0%,,,"3,190","3,250","3,304","3,350","3,389",,,,,,
017,21990,2501721990,Everett city,3.4," 48,424 "," 46,784 "," 45,982 "," 43,544 "," 42,485 "," 37,195 "," 35,701 ","38,037"," 41,667 ","12,313.9",0.6%,,,"41,718","42,136","42,592","43,110","44,231",,,,,,
017,24925,2501724925,Framingham town,25.1," 22,210 "," 23,214 "," 28,086 "," 44,526 "," 64,048 "," 65,113 "," 64,989 ","66,910"," 68,318 ","2,719.7",1.0%,,,"68,602","69,575","70,011","70,583","70,746",,,,,,
017,27480,2501727480,Groton town,32.8," 2,434 "," 2,550 "," 2,889 "," 3,904 "," 5,109 "," 6,154 "," 7,511 ","9,559"," 10,646 ",324.9,0.2%,,,"10,677","10,905","11,030","11,142","11,222",,,,,,
017,30700,2501730700,Holliston town,18.7," 2,864 "," 3,000 "," 3,753 "," 6,222 "," 12,069 "," 12,622 "," 12,926 ","13,801"," 13,547 ",724.2,0.2%,,,"13,581","13,842","14,029","14,202","14,388",,,,,,
017,31085,2501731085,Hopkinton town,26.6," 2,563 "," 2,697 "," 3,486 "," 4,932 "," 5,981 "," 7,114 "," 9,191 ","13,346"," 14,925 ",562.0,0.2%,,,"14,977","15,251","15,496","15,940","16,311",,,,,,
017,31540,2501731540,Hudson town,11.5," 8,469 "," 8,042 "," 8,211 "," 9,666 "," 16,084 "," 16,408 "," 17,233 ","18,113"," 19,063 ","1,657.0",0.3%,,,"19,098","19,291","19,472","19,662","19,754",,,,,,
017,35215,2501735215,Lexington town,16.4," 9,467 "," 13,187 "," 17,335 "," 27,691 "," 31,886 "," 29,479 "," 28,974 ","30,355"," 31,394 ","1,914.4",0.5%,,,"31,464","31,898","32,295","32,817","33,075",,,,,,
017,35425,2501735425,Lincoln town,14.4," 1,493 "," 1,783 "," 2,427 "," 5,613 "," 7,567 "," 7,098 "," 7,666 ","8,056"," 6,362 ",442.8,0.1%,,,"7,040","7,111","7,183","7,257","7,289",,,,,,
017,35950,2501735950,Littleton town,16.6," 1,447 "," 1,651 "," 2,349 "," 5,109 "," 6,380 "," 6,970 "," 7,051 ","8,184"," 8,924 ",537.0,0.1%,,,"8,943","9,037","9,141","9,273","9,396",,,,,,
017,37000,2501737000,Lowell city,13.8," 100,234 "," 101,389 "," 97,249 "," 92,107 "," 94,239 "," 92,418 "," 103,439 ","105,167"," 106,519 ","7,733.7",1.6%,,,"106,659","107,553","108,564","109,675","109,945",,,,,,
017,37875,2501737875,Malden city,5.1," 58,036 "," 58,010 "," 59,804 "," 57,676 "," 56,127 "," 53,386 "," 53,884 ","56,345"," 59,450 ","11,715.7",0.9%,,,"59,548","59,940","60,360","60,788","60,859",,,,,,
017,38715,2501738715,Marlborough city,21.1," 15,587 "," 15,154 "," 15,756 "," 18,819 "," 27,936 "," 30,617 "," 31,813 ","36,255"," 38,499 ","1,825.9",0.6%,,,"38,543","38,878","39,258","39,493","39,612",,,,,,
017,39625,2501739625,Maynard town,5.2," 7,156 "," 6,812 "," 6,978 "," 7,695 "," 9,710 "," 9,590 "," 10,325 ","10,433"," 10,106 ","1,928.3",0.2%,,,"10,123","10,209","10,317","10,410","10,474",,,,,,
017,39835,2501739835,Medford city*,8.1," 59,714 "," 63,083 "," 66,113 "," 64,971 "," 64,397 "," 58,076 "," 57,407 ","55,638"," 56,173 ","6,901.4",0.9%,"56,253",-80,"56,306","56,676","57,067","57,385","57,437",,,,,,
017,40115,2501740115,Melrose city,4.7," 23,170 "," 25,333 "," 26,988 "," 29,619 "," 33,180 "," 30,055 "," 28,150 ","27,134"," 26,983 ","5,747.7",0.4%,,,"27,018","27,240","27,454","27,810","27,969",,,,,,
017,43895,2501743895,Natick town,15.1," 13,589 "," 13,851 "," 19,838 "," 28,831 "," 31,057 "," 29,461 "," 30,510 ","32,170"," 33,006 ","2,188.3",0.5%,,,"33,057","33,375","33,820","35,339","35,523",,,,,,
017,45560,2501745560,Newton city,18.1," 65,276 "," 69,873 "," 81,994 "," 92,384 "," 91,066 "," 83,622 "," 82,585 ","83,831"," 85,146 ","4,716.5",1.3%,,,"85,403","85,915","87,249","87,927","88,287",,,,,,
017,48955,2501748955,North Reading town,13.3," 1,945 "," 2,886 "," 4,402 "," 8,331 "," 11,264 "," 11,455 "," 12,002 ","13,837"," 14,892 ","1,123.6",0.2%,,,"14,924","15,094","15,274","15,411","15,509",,,,,,
017,52805,2501752805,Pepperell town,22.6," 2,922 "," 3,114 "," 3,460 "," 4,336 "," 5,887 "," 8,061 "," 10,098 ","11,130"," 11,497 ",509.6,0.2%,,,"11,525","11,668","11,803","11,917","11,975",,,,,,
017,56130,2501756130,Reading town,9.9," 9,767 "," 10,866 "," 14,006 "," 19,259 "," 22,539 "," 22,678 "," 22,539 ","23,709"," 24,747 ","2,493.0",0.4%,,,"24,768","24,984","25,211","25,433","25,508",,,,,,
017,61380,2501761380,Sherborn town,16.0, 943 ," 1,022 "," 1,245 "," 1,806 "," 3,309 "," 4,049 "," 3,989 ","4,200"," 4,119 ",258.0,0.1%,,,"4,124","4,165","4,200","4,250","4,279",,,,,,
017,61590,2501761590,Shirley town,15.8," 2,427 "," 2,608 "," 4,271 "," 5,202 "," 4,909 "," 5,124 "," 6,118 ","7,616"," 7,211 ",455.7,0.1%,,,"7,299","7,471","7,581","7,298","7,372",,,,,,
017,62535,2501762535,Somerville city*,4.1," 103,908 "," 102,177 "," 102,351 "," 94,697 "," 88,779 "," 77,372 "," 76,210 ","77,600"," 75,754 ","18,448.3",1.2%,"75,674",80,"75,757","76,666","77,723","78,857","78,901",,,,,,
017,67665,2501767665,Stoneham town*,6.1," 10,060 "," 10,765 "," 13,229 "," 17,821 "," 20,725 "," 21,424 "," 22,203 ","22,219"," 21,437 ","3,486.9",0.3%,"21,275",162,"21,304","21,453","21,633","21,808","21,886",,,,,,
