"Municipal","County","State","Region","Year","Unemployment_Rate_Avg","No_Unemployed_Avg","No_Employed_Avg","No_Labor_Avg","Labor_Pct_Change"
"Abington","Plymouth","MA","Abington",2003,5.1,459,8563,9022,0
"Abington","Plymouth","MA","Abington",2004,5,459,8648,9107,0.9
"Abington","Plymouth","MA","Abington",2005,4.8,442,8677,9119,0.1
"Abington","Plymouth","MA","Abington",2006,4.9,448,8778,9226,1.2
"Abington","Plymouth","MA","Abington",2007,4.7,440,8895,9335,1.2
"Abington","Plymouth","MA","Abington",2008,5.6,529,8984,9513,1.9
"Abington","Plymouth","MA","Abington",2009,8.5,816,8782,9598,0.9
"Abington","Plymouth","MA","Abington",2010,9,793,8014,8807,-8.2
"Abington","Plymouth","MA","Abington",2011,7.7,671,8047,8718,-1
"Abington","Plymouth","MA","Abington",2012,7,604,8086,8690,-0.3
"Abington","Plymouth","MA","Abington",2013,7.1,623,8125,8748,0.7
"Abington","Plymouth","MA","Abington",2014,6,525,8284,8809,0.7
"Abington","Plymouth","MA","Abington",2015,5.3,469,8369,8838,0.3
"Abington","Plymouth","MA","Abington",2016,4.2,375,8537,8912,0.8
"Acton","Middlesex","MA","Acton",2003,4.8,567,11275,11842,0
"Acton","Middlesex","MA","Acton",2004,3.7,430,11225,11655,-1.6
"Acton","Middlesex","MA","Acton",2005,3.4,395,11232,11627,-0.2
"Acton","Middlesex","MA","Acton",2006,3.5,399,11080,11479,-1.3
"Acton","Middlesex","MA","Acton",2007,3.1,358,11227,11585,0.9
"Acton","Middlesex","MA","Acton",2008,3.7,427,11249,11676,0.8
"Acton","Middlesex","MA","Acton",2009,5.8,683,11071,11754,0.7
"Acton","Middlesex","MA","Acton",2010,6.1,694,10737,11431,-2.7
"Acton","Middlesex","MA","Acton",2011,5,579,10893,11472,0.4
"Acton","Middlesex","MA","Acton",2012,4.7,543,11117,11660,1.6
"Acton","Middlesex","MA","Acton",2013,4.6,546,11259,11805,1.2
"Acton","Middlesex","MA","Acton",2014,4.2,508,11600,12108,2.6
"Acton","Middlesex","MA","Acton",2015,3.5,434,11856,12290,1.5
"Acton","Middlesex","MA","Acton",2016,2.8,346,12073,12419,1
"Acushnet","Middlesex","MA","Acushnet",2003,6.3,370,5464,5834,0
"Acushnet","Middlesex","MA","Acushnet",2004,5.4,317,5502,5819,-0.3
"Acushnet","Middlesex","MA","Acushnet",2005,5.8,342,5544,5886,1.2
"Acushnet","Bristol","MA","Acushnet",2006,5.9,353,5609,5962,1.3
"Acushnet","Bristol","MA","Acushnet",2007,5.6,330,5586,5916,-0.8
"Acushnet","Bristol","MA","Acushnet",2008,6.7,385,5387,5772,-2.4
"Acushnet","Bristol","MA","Acushnet",2009,9.8,575,5267,5842,1.2
"Acushnet","Bristol","MA","Acushnet",2010,10.6,626,5307,5933,1.6
"Acushnet","Bristol","MA","Acushnet",2011,9.1,538,5355,5893,-0.7
"Acushnet","Bristol","MA","Acushnet",2012,8,474,5434,5908,0.3
"Acushnet","Bristol","MA","Acushnet",2013,9.2,552,5442,5994,1.5
"Acushnet","Bristol","MA","Acushnet",2014,7.5,459,5629,6088,1.6
"Acushnet","Bristol","MA","Acushnet",2015,6.3,387,5740,6127,0.6
"Acushnet","Bristol","MA","Acushnet",2016,5.1,311,5830,6141,0.2
"Adams","Berkshire","MA","Adams",2003,7.6,347,4190,4537,0
"Adams","Berkshire","MA","Adams",2004,6.6,294,4147,4441,-2.1
"Adams","Berkshire","MA","Adams",2005,6.1,270,4136,4406,-0.8
"Adams","Berkshire","MA","Adams",2006,6.2,274,4144,4418,0.3
"Adams","Berkshire","MA","Adams",2007,6.6,290,4124,4414,-0.1
"Adams","Berkshire","MA","Adams",2008,7.1,320,4160,4480,1.5
"Adams","Berkshire","MA","Adams",2009,10.1,458,4076,4534,1.2
"Adams","Berkshire","MA","Adams",2010,9.9,444,4044,4488,-1
"Adams","Berkshire","MA","Adams",2011,9.3,413,4032,4445,-1
"Adams","Berkshire","MA","Adams",2012,8.8,385,3973,4358,-2
"Adams","Berkshire","MA","Adams",2013,8.9,382,3926,4308,-1.1
"Adams","Berkshire","MA","Adams",2014,8.3,357,3964,4321,0.3
"Adams","Berkshire","MA","Adams",2015,6.4,273,3987,4260,-1.4
"Adams","Berkshire","MA","Adams",2016,5.3,221,3953,4174,-2
"Agawam","Hampden","MA","Agawam",2003,5.4,865,15272,16137,0
"Agawam","Hampden","MA","Agawam",2004,4.8,776,15309,16085,-0.3
"Agawam","Hampden","MA","Agawam",2005,4.6,740,15280,16020,-0.4
"Agawam","Hampden","MA","Agawam",2006,4.8,768,15291,16059,0.2
"Agawam","Hampden","MA","Agawam",2007,4.5,712,15243,15955,-0.6
"Agawam","Hampden","MA","Agawam",2008,5.4,852,14942,15794,-1
"Agawam","Hampden","MA","Agawam",2009,7.8,1233,14540,15773,-0.1
"Agawam","Hampden","MA","Agawam",2010,8.2,1289,14367,15656,-0.7
"Agawam","Hampden","MA","Agawam",2011,7,1077,14414,15491,-1.1
"Agawam","Hampden","MA","Agawam",2012,6.4,988,14549,15537,0.3
"Agawam","Hampden","MA","Agawam",2013,6.9,1079,14594,15673,0.9
"Agawam","Hampden","MA","Agawam",2014,5.9,937,14907,15844,1.1
"Agawam","Hampden","MA","Agawam",2015,5,797,15093,15890,0.3
"Agawam","Hampden","MA","Agawam",2016,4.2,671,15223,15894,0
"Alford","Berkshire","MA","Alford",2003,4.7,11,225,236,0
"Alford","Berkshire","MA","Alford",2004,3.1,7,222,229,-3
"Alford","Berkshire","MA","Alford",2005,4.2,10,229,239,4.4
"Alford","Berkshire","MA","Alford",2006,4.2,10,230,240,0.4
"Alford","Berkshire","MA","Alford",2007,3.4,8,225,233,-2.9
"Alford","Berkshire","MA","Alford",2008,3.4,8,224,232,-0.4
"Alford","Berkshire","MA","Alford",2009,3.5,8,219,227,-2.2
"Alford","Berkshire","MA","Alford",2010,NA,NA,NA,NA,0
"Alford","Berkshire","MA","Alford",2011,NA,NA,NA,NA,0
"Alford","Berkshire","MA","Alford",2012,NA,NA,NA,NA,0
"Alford","Berkshire","MA","Alford",2013,NA,NA,NA,NA,0
"Alford","Berkshire","MA","Alford",2014,NA,NA,NA,NA,0
"Alford","Berkshire","MA","Alford",2015,NA,NA,NA,NA,0
"Alford","Berkshire","MA","Alford",2016,NA,NA,NA,NA,0
"Amesbury","Essex","MA","Amesbury",2003,5.6,499,8419,8918,0
"Amesbury","Essex","MA","Amesbury",2004,4.9,433,8323,8756,-1.8
"Amesbury","Essex","MA","Amesbury",2005,4.5,389,8301,8690,-0.8
"Amesbury","Essex","MA","Amesbury",2006,4.8,418,8302,8720,0.3
"Amesbury","Essex","MA","Amesbury",2007,4.4,382,8259,8641,-0.9
"Amesbury","Essex","MA","Amesbury",2008,5.4,466,8195,8661,0.2
"Amesbury","Essex","MA","Amesbury",2009,7.9,687,8028,8715,0.6
"Amesbury","Essex","MA","Amesbury",2010,7.8,735,8665,9400,7.9
"Amesbury","Essex","MA","Amesbury",2011,6.5,612,8764,9376,-0.3
"Amesbury","Essex","MA","Amesbury",2012,6,569,8884,9453,0.8
"Amesbury","Essex","MA","Amesbury",2013,6,570,8991,9561,1.1
"Amesbury","Essex","MA","Amesbury",2014,5,486,9235,9721,1.7
"Amesbury","Essex","MA","Amesbury",2015,4.2,431,9717,10148,4.4
"Amesbury","Essex","MA","Amesbury",2016,3.2,328,9865,10193,0.4
"Amherst","Hampshire","MA","Amherst",2003,3.2,607,18195,18802,0
"Amherst","Hampshire","MA","Amherst",2004,3.2,611,18250,18861,0.3
"Amherst","Hampshire","MA","Amherst",2005,3.4,641,18088,18729,-0.7
"Amherst","Hampshire","MA","Amherst",2006,3.4,634,18254,18888,0.8
"Amherst","Hampshire","MA","Amherst",2007,3.2,604,18466,19070,1
"Amherst","Hampshire","MA","Amherst",2008,4,769,18444,19213,0.7
"Amherst","Hampshire","MA","Amherst",2009,5.1,978,18294,19272,0.3
"Amherst","Hampshire","MA","Amherst",2010,6.5,1166,16705,17871,-7.3
"Amherst","Hampshire","MA","Amherst",2011,5.7,1015,16822,17837,-0.2
"Amherst","Hampshire","MA","Amherst",2012,5.4,961,16921,17882,0.3
"Amherst","Hampshire","MA","Amherst",2013,5.9,1070,16919,17989,0.6
"Amherst","Hampshire","MA","Amherst",2014,5.2,969,17621,18590,3.3
"Amherst","Hampshire","MA","Amherst",2015,4.6,850,17826,18676,0.5
"Amherst","Hampshire","MA","Amherst",2016,3.8,713,18166,18879,1.1
"Andover","Essex","MA","Andover",2003,5.1,855,15843,16698,0
"Andover","Essex","MA","Andover",2004,4.4,731,15910,16641,-0.3
"Andover","Essex","MA","Andover",2005,4,674,16089,16763,0.7
"Andover","Essex","MA","Andover",2006,4.3,711,15993,16704,-0.4
"Andover","Essex","MA","Andover",2007,4.2,708,16058,16766,0.4
"Andover","Essex","MA","Andover",2008,4.3,719,16063,16782,0.1
"Andover","Essex","MA","Andover",2009,6.6,1112,15662,16774,0
"Andover","Essex","MA","Andover",2010,6.5,1080,15505,16585,-1.1
"Andover","Essex","MA","Andover",2011,5.7,959,15811,16770,1.1
"Andover","Essex","MA","Andover",2012,5,843,16019,16862,0.5
"Andover","Essex","MA","Andover",2013,5.2,878,16169,17047,1.1
"Andover","Essex","MA","Andover",2014,4.5,789,16700,17489,2.6
"Andover","Essex","MA","Andover",2015,3.8,676,16944,17620,0.7
"Andover","Essex","MA","Andover",2016,3.1,550,17286,17836,1.2
"Aquinnah","Dukes","MA","Aquinnah",2003,6.5,17,244,261,0
"Aquinnah","Dukes","MA","Aquinnah",2004,5.4,14,246,260,-0.4
"Aquinnah","Dukes","MA","Aquinnah",2005,5.1,13,240,253,-2.7
"Aquinnah","Dukes","MA","Aquinnah",2006,4.7,12,242,254,0.4
"Aquinnah","Dukes","MA","Aquinnah",2007,3.9,10,245,255,0.4
"Aquinnah","Dukes","MA","Aquinnah",2008,5,13,247,260,2
"Aquinnah","Dukes","MA","Aquinnah",2009,4.7,12,246,258,-0.8
"Aquinnah","Dukes","MA","Aquinnah",2010,NA,NA,NA,NA,0
"Aquinnah","Dukes","MA","Aquinnah",2011,NA,NA,NA,NA,0
"Aquinnah","Dukes","MA","Aquinnah",2012,NA,NA,NA,NA,0
"Aquinnah","Dukes","MA","Aquinnah",2013,NA,NA,NA,NA,0
"Aquinnah","Dukes","MA","Aquinnah",2014,NA,NA,NA,NA,0
"Aquinnah","Dukes","MA","Aquinnah",2015,NA,NA,NA,NA,0
"Aquinnah","Dukes","MA","Aquinnah",2016,NA,NA,NA,NA,0
"Arlington","Middlesex","MA","Arlington",2003,4.8,1180,23656,24836,0
"Arlington","Middlesex","MA","Arlington",2004,3.8,919,23517,24436,-1.6
"Arlington","Middlesex","MA","Arlington",2005,3.5,852,23460,24312,-0.5
"Arlington","Middlesex","MA","Arlington",2006,3.4,813,23029,23842,-1.9
"Arlington","Middlesex","MA","Arlington",2007,3.2,773,23204,23977,0.6
"Arlington","Middlesex","MA","Arlington",2008,3.9,930,23126,24056,0.3
"Arlington","Middlesex","MA","Arlington",2009,6,1453,22663,24116,0.2
"Arlington","Middlesex","MA","Arlington",2010,5.8,1441,23201,24642,2.2
"Arlington","Middlesex","MA","Arlington",2011,4.8,1176,23440,24616,-0.1
"Arlington","Middlesex","MA","Arlington",2012,4.3,1076,23754,24830,0.9
"Arlington","Middlesex","MA","Arlington",2013,4.7,1183,23965,25148,1.3
"Arlington","Middlesex","MA","Arlington",2014,3.8,967,24562,25529,1.5
"Arlington","Middlesex","MA","Arlington",2015,3.2,835,24967,25802,1.1
"Arlington","Middlesex","MA","Arlington",2016,2.7,700,25468,26168,1.4
"Ashburnham","Worcester","MA","Ashburnham",2003,6.3,198,2964,3162,0
"Ashburnham","Worcester","MA","Ashburnham",2004,6.2,196,2968,3164,0.1
"Ashburnham","Worcester","MA","Ashburnham",2005,5.7,180,2959,3139,-0.8
"Ashburnham","Worcester","MA","Ashburnham",2006,5.8,185,2984,3169,1
"Ashburnham","Worcester","MA","Ashburnham",2007,5.6,176,2979,3155,-0.4
"Ashburnham","Worcester","MA","Ashburnham",2008,6.4,201,2939,3140,-0.5
"Ashburnham","Worcester","MA","Ashburnham",2009,9.3,289,2831,3120,-0.6
"Ashburnham","Worcester","MA","Ashburnham",2010,8.7,310,3239,3549,13.8
"Ashburnham","Worcester","MA","Ashburnham",2011,8,279,3220,3499,-1.4
"Ashburnham","Worcester","MA","Ashburnham",2012,6.8,236,3234,3470,-0.8
"Ashburnham","Worcester","MA","Ashburnham",2013,7,246,3246,3492,0.6
"Ashburnham","Worcester","MA","Ashburnham",2014,6.1,215,3337,3552,1.7
"Ashburnham","Worcester","MA","Ashburnham",2015,5,178,3377,3555,0.1
"Ashburnham","Worcester","MA","Ashburnham",2016,3.9,138,3445,3583,0.8
"Ashby","Middlesex","MA","Ashby",2003,6,97,1522,1619,0
"Ashby","Middlesex","MA","Ashby",2004,5.8,94,1517,1611,-0.5
"Ashby","Middlesex","MA","Ashby",2005,5.4,85,1495,1580,-1.9
"Ashby","Middlesex","MA","Ashby",2006,5.6,90,1510,1600,1.3
"Ashby","Middlesex","MA","Ashby",2007,5.2,83,1518,1601,0.1
"Ashby","Middlesex","MA","Ashby",2008,6.1,97,1485,1582,-1.2
"Ashby","Middlesex","MA","Ashby",2009,9.4,155,1502,1657,4.7
"Ashby","Middlesex","MA","Ashby",2010,8.5,154,1655,1809,9.2
"Ashby","Middlesex","MA","Ashby",2011,7.2,128,1652,1780,-1.6
"Ashby","Middlesex","MA","Ashby",2012,6.9,125,1678,1803,1.3
"Ashby","Middlesex","MA","Ashby",2013,7.1,129,1682,1811,0.4
"Ashby","Middlesex","MA","Ashby",2014,5.1,94,1733,1827,0.9
"Ashby","Middlesex","MA","Ashby",2015,4.1,76,1762,1838,0.6
"Ashby","Middlesex","MA","Ashby",2016,3.8,72,1800,1872,1.8
"Ashfield","Franklin","MA","Ashfield",2003,3.8,43,1076,1119,0
"Ashfield","Franklin","MA","Ashfield",2004,3.5,39,1078,1117,-0.2
"Ashfield","Franklin","MA","Ashfield",2005,3.1,35,1079,1114,-0.3
"Ashfield","Franklin","MA","Ashfield",2006,3.8,43,1081,1124,0.9
"Ashfield","Franklin","MA","Ashfield",2007,3.7,41,1080,1121,-0.3
"Ashfield","Franklin","MA","Ashfield",2008,3.9,44,1072,1116,-0.4
"Ashfield","Franklin","MA","Ashfield",2009,5.6,61,1030,1091,-2.2
"Ashfield","Franklin","MA","Ashfield",2010,5.8,65,1056,1121,2.7
"Ashfield","Franklin","MA","Ashfield",2011,4.4,49,1056,1105,-1.4
"Ashfield","Franklin","MA","Ashfield",2012,4.2,47,1063,1110,0.5
"Ashfield","Franklin","MA","Ashfield",2013,4.5,50,1060,1110,0
"Ashfield","Franklin","MA","Ashfield",2014,4,45,1079,1124,1.3
"Ashfield","Franklin","MA","Ashfield",2015,3.1,35,1085,1120,-0.4
"Ashfield","Franklin","MA","Ashfield",2016,2.4,27,1093,1120,0
"Ashland","Middlesex","MA","Ashland",2003,4.9,450,8707,9157,0
"Ashland","Middlesex","MA","Ashland",2004,4.1,377,8809,9186,0.3
"Ashland","Middlesex","MA","Ashland",2005,3.7,344,8915,9259,0.8
"Ashland","Middlesex","MA","Ashland",2006,3.7,351,9013,9364,1.1
"Ashland","Middlesex","MA","Ashland",2007,3.5,333,9195,9528,1.8
"Ashland","Middlesex","MA","Ashland",2008,4.2,408,9262,9670,1.5
"Ashland","Middlesex","MA","Ashland",2009,6.8,634,8642,9276,-4.1
"Ashland","Middlesex","MA","Ashland",2010,6,596,9401,9997,7.8
"Ashland","Middlesex","MA","Ashland",2011,5,493,9449,9942,-0.6
"Ashland","Middlesex","MA","Ashland",2012,4.7,477,9605,10082,1.4
"Ashland","Middlesex","MA","Ashland",2013,4.9,499,9656,10155,0.7
"Ashland","Middlesex","MA","Ashland",2014,4.2,432,9909,10341,1.8
"Ashland","Middlesex","MA","Ashland",2015,3.4,360,10114,10474,1.3
"Ashland","Middlesex","MA","Ashland",2016,3,316,10243,10559,0.8
"Athol","Worcester","MA","Athol",2003,7,387,5154,5541,0
"Athol","Worcester","MA","Athol",2004,6.5,355,5088,5443,-1.8
"Athol","Worcester","MA","Athol",2005,6.1,327,5023,5350,-1.7
"Athol","Worcester","MA","Athol",2006,6.3,336,4968,5304,-0.9
"Athol","Worcester","MA","Athol",2007,6.8,357,4918,5275,-0.5
"Athol","Worcester","MA","Athol",2008,7.4,398,4948,5346,1.3
"Athol","Worcester","MA","Athol",2009,11,601,4882,5483,2.6
"Athol","Worcester","MA","Athol",2010,10.8,622,5111,5733,4.6
"Athol","Worcester","MA","Athol",2011,9.4,527,5090,5617,-2
"Athol","Worcester","MA","Athol",2012,8.5,474,5125,5599,-0.3
"Athol","Worcester","MA","Athol",2013,8.7,489,5110,5599,0
"Athol","Worcester","MA","Athol",2014,7.6,430,5215,5645,0.8
"Athol","Worcester","MA","Athol",2015,6.3,359,5365,5724,1.4
"Athol","Worcester","MA","Athol",2016,5.2,297,5381,5678,-0.8
"Attleboro","Bristol","MA","Attleboro",2003,5.8,1438,23469,24907,0
"Attleboro","Bristol","MA","Attleboro",2004,5.6,1389,23518,24907,0
"Attleboro","Bristol","MA","Attleboro",2005,5.4,1332,23494,24826,-0.3
"Attleboro","Bristol","MA","Attleboro",2006,5.3,1325,23615,24940,0.5
"Attleboro","Bristol","MA","Attleboro",2007,5,1248,23588,24836,-0.4
"Attleboro","Bristol","MA","Attleboro",2008,6.6,1639,23028,24667,-0.7
"Attleboro","Bristol","MA","Attleboro",2009,10.3,2587,22463,25050,1.6
"Attleboro","Bristol","MA","Attleboro",2010,9.3,2209,21650,23859,-4.8
"Attleboro","Bristol","MA","Attleboro",2011,8,1905,21790,23695,-0.7
"Attleboro","Bristol","MA","Attleboro",2012,7.6,1804,21964,23768,0.3
"Attleboro","Bristol","MA","Attleboro",2013,7.3,1732,22082,23814,0.2
"Attleboro","Bristol","MA","Attleboro",2014,6.1,1464,22569,24033,0.9
"Attleboro","Bristol","MA","Attleboro",2015,4.9,1176,22928,24104,0.3
"Attleboro","Bristol","MA","Attleboro",2016,4.1,987,23261,24248,0.6
"Auburn","Worcester","MA","Auburn",2003,5.3,475,8490,8965,0
"Auburn","Worcester","MA","Auburn",2004,4.6,408,8471,8879,-1
"Auburn","Worcester","MA","Auburn",2005,4.3,382,8412,8794,-1
"Auburn","Worcester","MA","Auburn",2006,4.2,373,8430,8803,0.1
"Auburn","Worcester","MA","Auburn",2007,4.4,392,8434,8826,0.3
"Auburn","Worcester","MA","Auburn",2008,5.1,442,8247,8689,-1.6
"Auburn","Worcester","MA","Auburn",2009,7.9,693,8062,8755,0.8
"Auburn","Worcester","MA","Auburn",2010,8,724,8311,9035,3.2
"Auburn","Worcester","MA","Auburn",2011,6.6,597,8382,8979,-0.6
"Auburn","Worcester","MA","Auburn",2012,6.6,595,8432,9027,0.5
"Auburn","Worcester","MA","Auburn",2013,6.8,615,8478,9093,0.7
"Auburn","Worcester","MA","Auburn",2014,5.7,527,8686,9213,1.3
"Auburn","Worcester","MA","Auburn",2015,4.7,437,8803,9240,0.3
"Auburn","Worcester","MA","Auburn",2016,3.9,357,8914,9271,0.3
"Avon","Norfolk","MA","Avon",2003,6.2,144,2177,2321,0
"Avon","Norfolk","MA","Avon",2004,5.8,132,2160,2292,-1.2
"Avon","Norfolk","MA","Avon",2005,5.6,127,2133,2260,-1.4
"Avon","Norfolk","MA","Avon",2006,5.6,127,2148,2275,0.7
"Avon","Norfolk","MA","Avon",2007,5.3,121,2166,2287,0.5
"Avon","Norfolk","MA","Avon",2008,6.3,144,2144,2288,0
"Avon","Norfolk","MA","Avon",2009,9.7,228,2119,2347,2.6
"Avon","Norfolk","MA","Avon",2010,8.4,215,2341,2556,8.9
"Avon","Norfolk","MA","Avon",2011,7.1,181,2365,2546,-0.4
"Avon","Norfolk","MA","Avon",2012,6.4,164,2409,2573,1.1
"Avon","Norfolk","MA","Avon",2013,6.5,171,2444,2615,1.6
"Avon","Norfolk","MA","Avon",2014,6.1,160,2483,2643,1.1
"Avon","Norfolk","MA","Avon",2015,5.4,145,2525,2670,1
"Avon","Norfolk","MA","Avon",2016,3.9,105,2566,2671,0
"Ayer","Middlesex","MA","Ayer",2003,6.1,257,3935,4192,0
"Ayer","Middlesex","MA","Ayer",2004,5.2,213,3916,4129,-1.5
"Ayer","Middlesex","MA","Ayer",2005,5.1,214,3945,4159,0.7
"Ayer","Middlesex","MA","Ayer",2006,4.6,195,4007,4202,1
"Ayer","Middlesex","MA","Ayer",2007,4.5,193,4129,4322,2.9
"Ayer","Middlesex","MA","Ayer",2008,5.3,234,4153,4387,1.5
"Ayer","Middlesex","MA","Ayer",2009,7.8,347,4093,4440,1.2
"Ayer","Middlesex","MA","Ayer",2010,9.4,366,3522,3888,-12.4
"Ayer","Middlesex","MA","Ayer",2011,8.1,311,3545,3856,-0.8
"Ayer","Middlesex","MA","Ayer",2012,7.4,287,3616,3903,1.2
"Ayer","Middlesex","MA","Ayer",2013,7.1,279,3660,3939,0.9
"Ayer","Middlesex","MA","Ayer",2014,6.2,251,3777,4028,2.3
"Ayer","Middlesex","MA","Ayer",2015,5.5,223,3842,4065,0.9
"Ayer","Middlesex","MA","Ayer",2016,4.5,187,3990,4177,2.8
"Barnstable","Barnstable","MA","Barnstable",2003,4.6,1250,25822,27072,0
"Barnstable","Barnstable","MA","Barnstable",2004,4.4,1202,25990,27192,0.4
"Barnstable","Barnstable","MA","Barnstable",2005,4.5,1207,25628,26835,-1.3
"Barnstable","Barnstable","MA","Barnstable",2006,4.6,1223,25560,26783,-0.2
"Barnstable","Barnstable","MA","Barnstable",2007,4.3,1150,25366,26516,-1
"Barnstable","Barnstable","MA","Barnstable",2008,5.4,1413,24972,26385,-0.5
"Barnstable","Barnstable","MA","Barnstable",2009,7.8,2056,24462,26518,0.5
"Barnstable","Barnstable","MA","Barnstable",2010,9.1,2164,21507,23671,-10.7
"Barnstable","Barnstable","MA","Barnstable",2011,8.3,1930,21346,23276,-1.7
"Barnstable","Barnstable","MA","Barnstable",2012,7.8,1793,21202,22995,-1.2
"Barnstable","Barnstable","MA","Barnstable",2013,7.6,1756,21203,22959,-0.2
"Barnstable","Barnstable","MA","Barnstable",2014,6.3,1500,22147,23647,3
"Barnstable","Barnstable","MA","Barnstable",2015,5.7,1342,22274,23616,-0.1
"Barnstable","Barnstable","MA","Barnstable",2016,4.6,1096,22494,23590,-0.1
"Barre","Worcester","MA","Barre",2003,6.2,172,2601,2773,0
"Barre","Worcester","MA","Barre",2004,6.1,169,2600,2769,-0.1
"Barre","Worcester","MA","Barre",2005,5.5,152,2590,2742,-1
"Barre","Worcester","MA","Barre",2006,5.5,155,2686,2841,3.6
"Barre","Worcester","MA","Barre",2007,5.5,158,2701,2859,0.6
"Barre","Worcester","MA","Barre",2008,6.7,190,2636,2826,-1.2
"Barre","Worcester","MA","Barre",2009,9.4,269,2580,2849,0.8
"Barre","Worcester","MA","Barre",2010,9.8,282,2582,2864,0.5
"Barre","Worcester","MA","Barre",2011,8.3,237,2604,2841,-0.8
"Barre","Worcester","MA","Barre",2012,7.9,226,2617,2843,0.1
"Barre","Worcester","MA","Barre",2013,7.8,224,2637,2861,0.6
"Barre","Worcester","MA","Barre",2014,6.6,192,2697,2889,1
"Barre","Worcester","MA","Barre",2015,6.2,180,2729,2909,0.7
"Barre","Worcester","MA","Barre",2016,4.8,141,2767,2908,0
"Becket","Berkshire","MA","Becket",2003,4.1,40,933,973,0
"Becket","Berkshire","MA","Becket",2004,3.8,37,942,979,0.6
"Becket","Berkshire","MA","Becket",2005,4.1,41,959,1000,2.1
"Becket","Berkshire","MA","Becket",2006,4.6,47,985,1032,3.2
"Becket","Berkshire","MA","Becket",2007,4.8,50,987,1037,0.5
"Becket","Berkshire","MA","Becket",2008,6,62,980,1042,0.5
"Becket","Berkshire","MA","Becket",2009,9,95,958,1053,1.1
"Becket","Berkshire","MA","Becket",2010,9.9,97,885,982,-6.7
"Becket","Berkshire","MA","Becket",2011,8.2,79,887,966,-1.6
"Becket","Berkshire","MA","Becket",2012,7.9,75,879,954,-1.2
"Becket","Berkshire","MA","Becket",2013,7.3,69,873,942,-1.3
"Becket","Berkshire","MA","Becket",2014,5.9,56,887,943,0.1
"Becket","Berkshire","MA","Becket",2015,5.8,55,894,949,0.6
"Becket","Berkshire","MA","Becket",2016,4.4,41,888,929,-2.1
"Bedford","Middlesex","MA","Bedford",2003,5.3,354,6309,6663,0
"Bedford","Middlesex","MA","Bedford",2004,4.1,271,6291,6562,-1.5
"Bedford","Middlesex","MA","Bedford",2005,3.7,242,6300,6542,-0.3
"Bedford","Middlesex","MA","Bedford",2006,4,264,6385,6649,1.6
"Bedford","Middlesex","MA","Bedford",2007,3.3,226,6554,6780,2
"Bedford","Middlesex","MA","Bedford",2008,4.2,296,6774,7070,4.3
"Bedford","Middlesex","MA","Bedford",2009,6.2,443,6666,7109,0.6
"Bedford","Middlesex","MA","Bedford",2010,6.3,415,6176,6591,-7.3
"Bedford","Middlesex","MA","Bedford",2011,5.9,393,6274,6667,1.2
"Bedford","Middlesex","MA","Bedford",2012,5.2,349,6416,6765,1.5
"Bedford","Middlesex","MA","Bedford",2013,5.3,366,6513,6879,1.7
"Bedford","Middlesex","MA","Bedford",2014,4.4,308,6719,7027,2.2
"Bedford","Middlesex","MA","Bedford",2015,3.9,277,6760,7037,0.1
"Bedford","Middlesex","MA","Bedford",2016,3.3,235,6975,7210,2.5
"Belchertown","Hampshire","MA","Belchertown",2003,4.3,345,7713,8058,0
"Belchertown","Hampshire","MA","Belchertown",2004,4.5,366,7819,8185,1.6
"Belchertown","Hampshire","MA","Belchertown",2005,5.1,424,7882,8306,1.5
"Belchertown","Hampshire","MA","Belchertown",2006,4.7,391,7995,8386,1
"Belchertown","Hampshire","MA","Belchertown",2007,4,333,7944,8277,-1.3
"Belchertown","Hampshire","MA","Belchertown",2008,4.4,369,8001,8370,1.1
"Belchertown","Hampshire","MA","Belchertown",2009,6.2,511,7699,8210,-1.9
"Belchertown","Hampshire","MA","Belchertown",2010,7.1,584,7612,8196,-0.2
"Belchertown","Hampshire","MA","Belchertown",2011,5.9,475,7636,8111,-1
"Belchertown","Hampshire","MA","Belchertown",2012,5.6,461,7702,8163,0.6
"Belchertown","Hampshire","MA","Belchertown",2013,5.9,483,7710,8193,0.4
"Belchertown","Hampshire","MA","Belchertown",2014,5.2,431,7917,8348,1.9
"Belchertown","Hampshire","MA","Belchertown",2015,4.3,361,8042,8403,0.7
"Belchertown","Hampshire","MA","Belchertown",2016,3.6,309,8201,8510,1.3
"Bellingham","Norfolk","MA","Bellingham",2003,5.6,540,9085,9625,0
"Bellingham","Norfolk","MA","Bellingham",2004,4.9,472,9151,9623,0
"Bellingham","Norfolk","MA","Bellingham",2005,4.5,437,9175,9612,-0.1
"Bellingham","Norfolk","MA","Bellingham",2006,5,486,9309,9795,1.9
"Bellingham","Norfolk","MA","Bellingham",2007,4.7,459,9341,9800,0.1
"Bellingham","Norfolk","MA","Bellingham",2008,6,581,9175,9756,-0.4
"Bellingham","Norfolk","MA","Bellingham",2009,9.7,937,8771,9708,-0.5
"Bellingham","Norfolk","MA","Bellingham",2010,9.1,879,8832,9711,0
"Bellingham","Norfolk","MA","Bellingham",2011,7.7,741,8911,9652,-0.6
"Bellingham","Norfolk","MA","Bellingham",2012,6.8,659,9018,9677,0.3
"Bellingham","Norfolk","MA","Bellingham",2013,6.9,681,9118,9799,1.3
"Bellingham","Norfolk","MA","Bellingham",2014,5.4,535,9355,9890,0.9
"Bellingham","Norfolk","MA","Bellingham",2015,4.7,467,9504,9971,0.8
